SUBJECT,CONFIGURATION,SEED,ALGORITHM,PROBE_ENABLED,COVERAGE,COVERED_BRANCHES,TOTAL_BRANCHES,BRANCH_COVERAGE,COVERED_LINES,TOTAL_LINES,LINE_COVERAGE,COVERED_FUNCTIONS,TOTAL_FUNCTIONS,FUNCTION_COVERAGE,COVERED_PROBES,TOTAL_PROBES,PROBE_COVERAGE,SEARCH_TIME,ITERATIONS,ID
LpStaking.sol,,61,DynaMOSA,false,0.3333333333333333,2,24,0.08333333333333333,39,139,0.2805755395683453,22,48,0.4583333333333333,12,42,0.2857142857142857,1684.2910001277924,15,167,175
UNIWHALE_ERC20.sol,,397,DynaMOSA,false,0.5,0,6,0,17,41,0.4146341463414634,7,8,0.875,2,8,0.25,1712.941999912262,22,247,175
Liquidity_v8.sol,,943,DynaMOSA,false,0.4117647058823529,2,18,0.1111111111111111,34,126,0.2698412698412698,18,33,0.5454545454545454,14,48,0.2916666666666667,1647.066999912262,14,154,175
PlasmaswapPair.sol,,93,DynaMOSA,false,0.21052631578947367,0,23,0,20,99,0.20202020202020202,8,14,0.5714285714285714,5,22,0.22727272727272727,1701.8849999904633,19,211,175
REXUNIFINANCE.sol,,473,DynaMOSA,false,0.8461538461538461,1,2,0.5,42,58,0.7241379310344828,10,11,0.9090909090909091,40,52,0.7692307692307693,1722.1329998970032,17,188,175
MIMOToken.sol,,147,DynaMOSA,false,0.9166666666666666,1,2,0.5,25,43,0.5813953488372093,10,10,1,10,12,0.8333333333333334,1696.2170000076294,16,180,175
QuickToken.sol,,584,DynaMOSA,false,0.6451612903225806,3,8,0.375,53,76,0.6973684210526315,16,23,0.6956521739130435,24,34,0.7058823529411765,1740.7779998779297,21,232,175
WheatFarm.sol,,650,DynaMOSA,false,0.20634920634920634,6,26,0.23076923076923078,28,105,0.26666666666666666,7,37,0.1891891891891892,9,40,0.225,1724.7160000801086,28,310,175
INS.sol,,311,DynaMOSA,true,0.8333333333333334,1,2,0.5,31,37,0.8378378378378378,8,8,1,13,14,0.9285714285714286,1731.6100001335144,20,221,84
CryptoGhost.sol,,857,DynaMOSA,true,0.7903225806451613,35,40,0.875,62,77,0.8051948051948052,10,10,1,5,12,0.4166666666666667,1459.8340001106262,3,43,84
BTCParamV2.sol,,648,DynaMOSA,true,0.14285714285714285,0,12,0,6,56,0.10714285714285714,4,16,0.25,2,14,0.14285714285714285,1726.3120000362396,24,272,84
Voting.sol,,498,DynaMOSA,true,0.14042553191489363,0,30,0,29,250,0.116,24,111,0.21621621621621623,11,94,0.11702127659574468,1673.6800000667572,12,137,84
CryptoSecureBankToken.sol,,860,DynaMOSA,true,0.7411764705882353,12,26,0.46153846153846156,75,104,0.7211538461538461,32,33,0.9696969696969697,21,26,0.8076923076923077,1706.4010000228882,13,153,84
YieldFarmLP2.sol,,879,DynaMOSA,true,0.30952380952380953,1,20,0.05,19,54,0.35185185185185186,12,14,0.8571428571428571,0,8,0,1718.476000070572,21,233,84
GUMARewards.sol,,479,DynaMOSA,true,0.5465116279069767,4,12,0.3333333333333333,51,91,0.5604395604395604,30,44,0.6818181818181818,14,30,0.4666666666666667,1739.667000055313,17,187,84
Controller.sol,,953,DynaMOSA,true,0.5901639344262295,0,8,0,38,70,0.5428571428571428,19,19,1,32,34,0.9411764705882353,1680.0149998664856,16,181,84
Dipex.sol,,898,DynaMOSA,true,0.40476190476190477,5,22,0.22727272727272727,28,39,0.717948717948718,7,8,0.875,9,12,0.75,1716.8100001811981,19,219,84
BAE.sol,,494,DynaMOSA,true,0.28,0,6,0,9,50,0.18,5,8,0.625,12,36,0.3333333333333333,1722.135999917984,11,125,84
PRDZstakingV2.sol,,742,DynaMOSA,true,0.43373493975903615,5,26,0.19230769230769232,53,136,0.3897058823529412,26,39,0.6666666666666666,7,18,0.3888888888888889,1671.683000087738,15,168,108
YRX3.sol,,516,DynaMOSA,true,0.59,7,18,0.3888888888888889,64,108,0.5925925925925926,34,48,0.7083333333333334,18,34,0.5294117647058824,1692.8940000534058,15,170,108
WOLF.sol,,336,DynaMOSA,true,0.40476190476190477,5,22,0.22727272727272727,28,39,0.717948717948718,7,8,0.875,9,12,0.75,1708.0949997901917,20,226,108
Wallet.sol,,891,DynaMOSA,true,1,0,0,0,6,6,1,2,2,1,4,4,1,1455.7940001487732,23,263,108
ZAD.sol,,977,DynaMOSA,true,0.6415094339622641,0,2,0,41,66,0.6212121212121212,20,29,0.6896551724137931,14,22,0.6363636363636364,1716.8079998493195,24,272,108
SLTDETHlpReward.sol,,684,DynaMOSA,true,0.6421052631578947,7,14,0.5,67,105,0.638095238095238,37,47,0.7872340425531915,19,34,0.5588235294117647,1687.813000202179,15,171,108
Vat.sol,,601,DynaMOSA,true,0.6161616161616161,4,8,0.5,70,98,0.7142857142857143,29,29,1,38,62,0.6129032258064516,1713.8199999332428,21,234,108
FrogDAOGovernanceRewards.sol,,748,DynaMOSA,true,0.5714285714285714,5,10,0.5,27,56,0.48214285714285715,13,16,0.8125,5,16,0.3125,1687.9649999141693,18,202,108
EqFinanceStaking.sol,,430,DynaMOSA,true,0.4027777777777778,4,20,0.2,33,88,0.375,18,30,0.6,10,22,0.45454545454545453,1771.6719999313354,20,225,108
Dynamic.sol,,603,DynaMOSA,false,0.75,1,2,0.5,3,4,0.75,2,2,1,0,0,0,1700.417000055313,19,210,191
Cover_ZapIn_General_V1.sol,,276,DynaMOSA,false,0.39655172413793105,2,16,0.125,38,129,0.29457364341085274,21,42,0.5,13,44,0.29545454545454547,1672.7709999084473,13,143,191
SSTRewards.sol,,328,DynaMOSA,false,0.7727272727272727,3,8,0.375,23,40,0.575,13,14,0.9285714285714286,6,6,1,1714.9660000801086,19,219,191
EdenCoin.sol,,939,DynaMOSA,false,0.9,1,2,0.5,25,33,0.7575757575757576,8,8,1,9,14,0.6428571428571429,1675.281000137329,14,158,191
NasiLiquidityPoolFactory.sol,,453,DynaMOSA,false,0.08974358974358974,1,50,0.02,26,320,0.08125,12,106,0.11320754716981132,6,88,0.06818181818181818,1633.8559999465942,8,97,191
FrogDAO.sol,,519,DynaMOSA,false,1,0,0,0,21,25,0.84,10,10,1,4,4,1,0,0,10,191
HTDD_contract.sol,,294,DynaMOSA,false,1,0,0,0,20,26,0.7692307692307693,5,5,1,13,16,0.8125,0,0,10,191
AntiBaseProtocol.sol,,507,DynaMOSA,false,0.84,3,8,0.375,85,98,0.8673469387755102,39,42,0.9285714285714286,24,26,0.9230769230769231,1771.2380001544952,14,164,191
Fomp.sol,,394,DynaMOSA,false,0.6976744186046512,8,24,0.3333333333333333,64,92,0.6956521739130435,19,19,1,15,20,0.75,1717.9020001888275,20,227,201
KPLAY.sol,,490,DynaMOSA,false,0.7241379310344828,2,12,0.16666666666666666,83,124,0.6693548387096774,40,46,0.8695652173913043,37,50,0.74,1717.9409999847412,15,174,201
FairStockEquity.sol,,282,DynaMOSA,false,0.7647058823529411,1,6,0.16666666666666666,56,120,0.4666666666666667,25,28,0.8928571428571429,28,48,0.5833333333333334,1752.0859999656677,12,138,201
Rexona.sol,,517,DynaMOSA,false,0.4,5,22,0.22727272727272727,28,39,0.717948717948718,7,8,0.875,9,12,0.75,1706.9279999732971,15,174,201
OnXFinance.sol,,4,DynaMOSA,false,0.20634920634920634,6,26,0.23076923076923078,28,105,0.26666666666666666,7,37,0.1891891891891892,9,40,0.225,1720.6269998550415,15,171,201
XenoFelix.sol,,128,DynaMOSA,false,0.5925925925925926,4,18,0.2222222222222222,83,151,0.5496688741721855,44,63,0.6984126984126984,38,60,0.6333333333333333,1707.1849999427795,14,163,201
TetherToken.sol,,78,DynaMOSA,false,0.782608695652174,6,12,0.5,41,51,0.803921568627451,11,11,1,27,30,0.9,1743.8740000724792,15,171,201
GreenMarkTrust.sol,,201,DynaMOSA,false,1,1,2,0.5,27,37,0.7297297297297297,8,8,1,10,14,0.7142857142857143,0,0,10,201
GardenContractV2.sol,,830,DynaMOSA,false,0.30851063829787234,7,62,0.11290322580645161,46,197,0.233502538071066,22,32,0.6875,0,22,0,1693.8359999656677,13,148,201
WOLF.sol,,213,DynaMOSA,false,0.4,5,22,0.22727272727272727,28,39,0.717948717948718,7,8,0.875,9,12,0.75,1691.5789999961853,18,203,147
YRX3.sol,,823,DynaMOSA,false,0.696969696969697,7,18,0.3888888888888889,65,108,0.6018518518518519,35,48,0.7291666666666666,18,34,0.5294117647058824,1731.6189999580383,14,161,147
Vat.sol,,938,DynaMOSA,false,0.8108108108108109,4,8,0.5,61,98,0.6224489795918368,26,29,0.896551724137931,32,62,0.5161290322580645,1723.5390000343323,21,234,147
SLTDETHlpReward.sol,,507,DynaMOSA,false,0.7213114754098361,7,14,0.5,67,105,0.638095238095238,37,47,0.7872340425531915,19,34,0.5588235294117647,1683.6460001468658,15,165,147
FrogDAOGovernanceRewards.sol,,618,DynaMOSA,false,0.7307692307692307,5,10,0.5,27,56,0.48214285714285715,13,16,0.8125,5,16,0.3125,1685.683000087738,17,196,147
EqFinanceStaking.sol,,844,DynaMOSA,false,0.44,4,20,0.2,33,88,0.375,18,30,0.6,10,22,0.45454545454545453,1770.3289999961853,20,226,147
ZAD.sol,,967,DynaMOSA,false,0.6451612903225806,0,2,0,36,66,0.5454545454545454,20,29,0.6896551724137931,13,22,0.5909090909090909,1715.6979999542236,19,217,147
Wallet.sol,,198,DynaMOSA,false,1,0,0,0,2,6,0.3333333333333333,2,2,1,2,4,0.5,0,0,10,147
PRDZstakingV2.sol,,426,DynaMOSA,false,0.47692307692307695,5,26,0.19230769230769232,53,136,0.3897058823529412,26,39,0.6666666666666666,7,18,0.3888888888888889,1674.7599999904633,15,169,147
Reentrance.sol,,669,DynaMOSA,true,0.3076923076923077,1,4,0.25,6,24,0.25,4,12,0.3333333333333333,2,10,0.2,1719.0880000591278,21,233,130
Baz.sol,,10,DynaMOSA,true,0.9,7,8,0.875,14,16,0.875,2,2,1,0,0,0,1716.4700000286102,15,174,130
Token50X100.sol,,798,DynaMOSA,true,0.30952380952380953,3,36,0.08333333333333333,50,146,0.3424657534246575,24,40,0.6,13,50,0.26,1690.8399999141693,18,199,130
TPA.sol,,316,DynaMOSA,true,0.7553956834532374,5,18,0.2777777777777778,105,150,0.7,57,65,0.8769230769230769,44,56,0.7857142857142857,1723.4110000133514,13,147,130
MarsStakingRewards.sol,,119,DynaMOSA,true,0.5436893203883495,4,12,0.3333333333333333,55,115,0.4782608695652174,33,49,0.673469387755102,18,42,0.42857142857142855,1666.2090001106262,15,165,130
TokenDispatch.sol,,7,DynaMOSA,true,0.21212121212121213,0,22,0,20,100,0.2,7,10,0.7,7,34,0.20588235294117646,1744.920000076294,50,556,130
ANRXToken.sol,,738,DynaMOSA,true,0.7435897435897436,6,12,0.5,34,44,0.7727272727272727,11,11,1,13,16,0.8125,1774.0729999542236,15,169,130
ThriftToken.sol,,39,DynaMOSA,true,0.8769230769230769,1,2,0.5,50,58,0.8620689655172413,10,11,0.9090909090909091,47,52,0.9038461538461539,1718.87700009346,19,215,130
CourtFarming_RoomLPStake.sol,,346,DynaMOSA,true,0.625,13,32,0.40625,73,108,0.6759259259259259,20,20,1,4,4,1,1660.0889999866486,14,157,130
Revive.sol,,907,DynaMOSA,true,0.6875,9,22,0.4090909090909091,74,109,0.6788990825688074,33,38,0.868421052631579,26,36,0.7222222222222222,1676.5339999198914,17,190,130
FrogDAO.sol,,327,DynaMOSA,true,0.8421052631578947,0,0,0,21,25,0.84,10,10,1,4,4,1,1699.9279999732971,14,157,52
AntiBaseProtocol.sol,,627,DynaMOSA,true,0.8026315789473685,3,8,0.375,83,98,0.8469387755102041,38,42,0.9047619047619048,24,26,0.9230769230769231,1764.933000087738,16,178,52
Dynamic.sol,,579,DynaMOSA,true,0.75,1,2,0.5,3,4,0.75,2,2,1,0,0,0,1699.9319999217987,18,202,52
HTDD_contract.sol,,539,DynaMOSA,true,0.7142857142857143,0,0,0,20,26,0.7692307692307693,5,5,1,13,16,0.8125,1699.4219999313354,20,221,52
EdenCoin.sol,,189,DynaMOSA,true,0.75,1,2,0.5,26,33,0.7878787878787878,8,8,1,11,14,0.7857142857142857,1658.460000038147,15,166,52
NasiLiquidityPoolFactory.sol,,777,DynaMOSA,true,0.11475409836065574,4,50,0.08,39,320,0.121875,15,106,0.14150943396226415,9,88,0.10227272727272728,1644.5110001564026,8,97,52
Cover_ZapIn_General_V1.sol,,452,DynaMOSA,true,0.30392156862745096,2,16,0.125,39,129,0.3023255813953488,22,42,0.5238095238095238,13,44,0.29545454545454547,1665.6059999465942,12,142,52
SSTRewards.sol,,730,DynaMOSA,true,0.7857142857142857,3,8,0.375,23,40,0.575,13,14,0.9285714285714286,6,6,1,1706.976000070572,18,202,52
vnxManager.sol,,801,DynaMOSA,false,0.8636363636363636,0,2,0,30,43,0.6976744186046512,19,20,0.95,14,26,0.5384615384615384,1733.726000070572,28,316,25
SLTDStaking.sol,,200,DynaMOSA,false,0.576271186440678,4,12,0.3333333333333333,47,100,0.47,29,47,0.6170212765957447,16,34,0.47058823529411764,1720.2639999389648,18,200,25
StakingDextoken.sol,,126,DynaMOSA,false,0.7837837837837838,4,10,0.4,54,93,0.5806451612903226,25,27,0.9259259259259259,37,50,0.74,1697.6740000247955,17,187,25
LIBERAPAY.sol,,983,DynaMOSA,false,0.5671641791044776,5,28,0.17857142857142858,86,141,0.6099290780141844,33,39,0.8461538461538461,39,50,0.78,1675.0090000629425,14,155,25
SALESCONTRACT.sol,,959,DynaMOSA,false,0.5,0,8,0,14,57,0.24561403508771928,8,8,1,2,24,0.08333333333333333,1717.4049999713898,19,213,25
DmmControllerV2.sol,,231,DynaMOSA,false,0.224,0,14,0,56,258,0.21705426356589147,28,111,0.25225225225225223,14,102,0.13725490196078433,1541.295000076294,6,69,25
BlueICE.sol,,484,DynaMOSA,false,0.6842105263157895,7,14,0.5,67,117,0.5726495726495726,31,43,0.7209302325581395,20,38,0.5263157894736842,1765.6579999923706,16,185,25
RainbowRAK.sol,,219,DynaMOSA,false,0.6607142857142857,6,14,0.42857142857142855,60,115,0.5217391304347826,30,42,0.7142857142857143,18,40,0.45,1724.061999797821,17,196,25
DJCoin.sol,,146,DynaMOSA,false,0.8387096774193549,3,6,0.5,69,91,0.7582417582417582,22,25,0.88,18,28,0.6428571428571429,1669.5069999694824,14,160,25
TimeMiner.sol,,694,DynaMOSA,true,0.7906976744186046,4,6,0.6666666666666666,76,90,0.8444444444444444,19,19,1,16,18,0.8888888888888888,1674.9230000972748,18,201,58
UFragments.sol,,94,DynaMOSA,true,0.422680412371134,11,28,0.39285714285714285,58,136,0.4264705882352941,20,35,0.5714285714285714,6,34,0.17647058823529413,1731.5359997749329,37,412,58
CourtFarming_HTStake.sol,,713,DynaMOSA,true,0.6071428571428571,12,32,0.375,73,109,0.6697247706422018,20,20,1,4,4,1,1663.0110001564026,16,181,58
FreakCoin.sol,,116,DynaMOSA,true,0.8787878787878788,6,10,0.6,57,74,0.7702702702702703,13,13,1,9,10,0.9,1668.8599998950958,13,146,58
MetaCoin.sol,,522,DynaMOSA,true,0.7,5,8,0.625,6,9,0.6666666666666666,2,2,1,0,0,0,1707.9790000915527,13,153,58
BancorV2_ZapIn_General_V1_1.sol,,447,DynaMOSA,true,0.24242424242424243,1,18,0.05555555555555555,30,118,0.2542372881355932,19,39,0.48717948717948717,8,42,0.19047619047619047,1746.8890001773834,14,158,58
Straight_Fire_Finance.sol,,395,DynaMOSA,true,0.8333333333333334,2,4,0.5,15,22,0.6818181818181818,7,8,0.875,0,0,0,1719.8550000190735,17,196,58
MoshiachCoinStaking.sol,,967,DynaMOSA,true,0.3611111111111111,4,20,0.2,24,88,0.2727272727272727,16,30,0.5333333333333333,7,22,0.3181818181818182,1714.7400000095367,22,242,58
GAZ_ERC20.sol,,191,DynaMOSA,true,0.42857142857142855,2,2,1,15,26,0.5769230769230769,7,11,0.6363636363636364,7,22,0.3181818181818182,1676.933000087738,15,175,58
Rootkit_finance.sol,,722,DynaMOSA,true,0.9166666666666666,3,4,0.75,16,22,0.7272727272727273,7,8,0.875,0,0,0,1758.6779999732971,17,191,58
Weedburn.sol,,775,DynaMOSA,false,0.75,2,10,0.2,59,88,0.6704545454545454,23,26,0.8846153846153846,27,40,0.675,1719.8450000286102,19,212,239
Cryptoz.sol,,466,DynaMOSA,false,0.4807692307692308,2,18,0.1111111111111111,47,155,0.3032258064516129,23,34,0.6764705882352942,28,74,0.3783783783783784,1597.130000114441,7,86,239
GFC.sol,,461,DynaMOSA,false,1,1,2,0.5,27,37,0.7297297297297297,8,8,1,10,14,0.7142857142857143,0,0,10,239
AavePoolReward.sol,,331,DynaMOSA,false,0.7272727272727273,5,10,0.5,27,44,0.6136363636363636,11,12,0.9166666666666666,6,6,1,1768.7089998722076,16,179,239
BACMARSLPTOKENPool.sol,,782,DynaMOSA,false,0.5833333333333334,4,12,0.3333333333333333,48,94,0.5106382978723404,23,36,0.6388888888888888,16,30,0.5333333333333333,1688.3150000572205,18,201,239
LUP.sol,,334,DynaMOSA,false,0.5333333333333333,2,12,0.16666666666666666,27,49,0.5510204081632653,14,18,0.7777777777777778,6,10,0.6,1702.3819999694824,11,125,239
MARVELCOIN.sol,,11,DynaMOSA,false,1,1,2,0.5,27,37,0.7297297297297297,8,8,1,10,14,0.7142857142857143,0,0,10,239
PACT.sol,,913,DynaMOSA,false,0.85,0,0,0,23,72,0.3194444444444444,17,20,0.85,7,32,0.21875,1694.159999847412,18,208,239
NAL.sol,,15,DynaMOSA,false,0.6987951807228916,3,18,0.16666666666666666,102,150,0.68,55,65,0.8461538461538461,43,56,0.7678571428571429,1704.710000038147,11,131,239
afiController.sol,,495,DynaMOSA,false,0.5,0,10,0,43,102,0.4215686274509804,22,34,0.6470588235294118,33,56,0.5892857142857143,1736.0679998397827,41,454,233
Core_Fi_V3.sol,,584,DynaMOSA,false,0.9166666666666666,3,4,0.75,16,22,0.7272727272727273,7,8,0.875,0,0,0,1786.9639999866486,18,204,233
DMONDETHRewards.sol,,711,DynaMOSA,false,0.7213114754098361,7,14,0.5,67,105,0.638095238095238,37,47,0.7872340425531915,19,34,0.5588235294117647,1684.1689999103546,15,174,233
DSP.sol,,744,DynaMOSA,false,0.6951219512195121,5,18,0.2777777777777778,99,154,0.6428571428571429,52,64,0.8125,43,60,0.7166666666666667,1653.8519999980927,12,135,233
MisesLegacyPool.sol,,193,DynaMOSA,false,0.6666666666666666,3,10,0.3,20,44,0.45454545454545453,10,11,0.9090909090909091,6,6,1,1697.7860000133514,19,215,233
RIT.sol,,142,DynaMOSA,false,0.6451612903225806,0,2,0,36,66,0.5454545454545454,20,29,0.6896551724137931,13,22,0.5909090909090909,1703.7030000686646,18,205,233
POWToken.sol,,850,DynaMOSA,false,0.39325842696629215,6,26,0.23076923076923078,43,209,0.20574162679425836,26,63,0.4126984126984127,13,86,0.1511627906976744,1711.9349999427795,15,165,233
WolfStakingRewards.sol,,443,DynaMOSA,false,0.5576923076923077,5,14,0.35714285714285715,46,98,0.46938775510204084,24,38,0.631578947368421,18,40,0.45,1685.65900015831,15,174,233
MetaCoin2.sol,,210,DynaMOSA,false,0.8333333333333334,1,2,0.5,8,8,1,4,4,1,0,0,0,1695.8010001182556,14,154,233
JGNRewards.sol,,662,DynaMOSA,false,0.7727272727272727,3,8,0.375,23,40,0.575,13,14,0.9285714285714286,6,6,1,1701.0780000686646,16,184,233
Rootkit_finance.sol,,806,DynaMOSA,false,0.8333333333333334,2,4,0.5,15,22,0.6818181818181818,7,8,0.875,0,0,0,1759.9249999523163,17,196,97
BancorV2_ZapIn_General_V1_1.sol,,271,DynaMOSA,false,0.3508771929824561,1,18,0.05555555555555555,30,118,0.2542372881355932,19,39,0.48717948717948717,8,42,0.19047619047619047,1732.5920000076294,14,157,97
GAZ_ERC20.sol,,647,DynaMOSA,false,0.6923076923076923,2,2,1,15,26,0.5769230769230769,7,11,0.6363636363636364,7,22,0.3181818181818182,1686.789999961853,16,176,97
Straight_Fire_Finance.sol,,145,DynaMOSA,false,0.8333333333333334,2,4,0.5,15,22,0.6818181818181818,7,8,0.875,0,0,0,1718.8899998664856,18,201,97
MetaCoin.sol,,951,DynaMOSA,false,0.8,6,8,0.75,7,9,0.7777777777777778,2,2,1,0,0,0,1700.4119999408722,14,160,97
UFragments.sol,,158,DynaMOSA,false,0.3968253968253968,5,28,0.17857142857142858,42,136,0.3088235294117647,20,35,0.5714285714285714,5,34,0.14705882352941177,1734.7699999809265,38,426,97
TimeMiner.sol,,675,DynaMOSA,false,0.92,4,6,0.6666666666666666,76,90,0.8444444444444444,19,19,1,16,18,0.8888888888888888,1686.9240000247955,17,195,97
FreakCoin.sol,,855,DynaMOSA,false,0.9565217391304348,6,10,0.6,56,74,0.7567567567567568,13,13,1,9,10,0.9,1674.287999868393,15,166,97
CourtFarming_HTStake.sol,,795,DynaMOSA,false,0.6153846153846154,12,32,0.375,73,109,0.6697247706422018,20,20,1,4,4,1,1669.2229998111725,15,174,97
MoshiachCoinStaking.sol,,912,DynaMOSA,false,0.4,4,20,0.2,24,88,0.2727272727272727,16,30,0.5333333333333333,7,22,0.3181818181818182,1718.4260001182556,21,233,97
PACT.sol,,591,DynaMOSA,false,0.85,0,0,0,23,72,0.3194444444444444,17,20,0.85,7,32,0.21875,1754.2580001354218,15,169,79
BACMARSLPTOKENPool.sol,,150,DynaMOSA,false,0.6041666666666666,4,12,0.3333333333333333,49,94,0.5212765957446809,24,36,0.6666666666666666,16,30,0.5333333333333333,1684.9830000400543,15,174,79
LUP.sol,,854,DynaMOSA,false,0.5666666666666667,2,12,0.16666666666666666,28,49,0.5714285714285714,15,18,0.8333333333333334,6,10,0.6,1696.869999885559,11,125,79
NAL.sol,,978,DynaMOSA,false,0.7228915662650602,4,18,0.2222222222222222,102,150,0.68,56,65,0.8615384615384616,42,56,0.75,1699.00200009346,11,127,79
AavePoolReward.sol,,776,DynaMOSA,false,0.7272727272727273,5,10,0.5,27,44,0.6136363636363636,11,12,0.9166666666666666,6,6,1,1766.5190000534058,16,181,79
Weedburn.sol,,908,DynaMOSA,false,0.7777777777777778,2,10,0.2,60,88,0.6818181818181818,24,26,0.9230769230769231,28,40,0.7,1709.0339999198914,18,200,79
MARVELCOIN.sol,,737,DynaMOSA,false,1,1,2,0.5,27,37,0.7297297297297297,8,8,1,10,14,0.7142857142857143,0,0,10,79
GFC.sol,,546,DynaMOSA,false,1,1,2,0.5,28,37,0.7567567567567568,8,8,1,12,14,0.8571428571428571,0,0,10,79
GardenContractV2.sol,,308,DynaMOSA,true,0.23275862068965517,6,62,0.0967741935483871,39,197,0.19796954314720813,21,32,0.65625,0,22,0,1690.755000114441,12,139,182
XenoFelix.sol,,194,DynaMOSA,true,0.6737588652482269,4,18,0.2222222222222222,97,151,0.6423841059602649,49,63,0.7777777777777778,43,60,0.7166666666666667,1722.141000032425,18,200,182
Fomp.sol,,156,DynaMOSA,true,0.6984126984126984,8,24,0.3333333333333333,64,92,0.6956521739130435,19,19,1,15,20,0.75,1717.3399999141693,20,224,182
TetherToken.sol,,294,DynaMOSA,true,0.7358490566037735,6,12,0.5,41,51,0.803921568627451,11,11,1,27,30,0.9,1716.9639999866486,17,187,182
KPLAY.sol,,616,DynaMOSA,true,0.7222222222222222,2,12,0.16666666666666666,96,124,0.7741935483870968,41,46,0.8913043478260869,42,50,0.84,1713.4409999847412,16,186,182
GreenMarkTrust.sol,,21,DynaMOSA,true,0.7916666666666666,1,2,0.5,28,37,0.7567567567567568,8,8,1,12,14,0.8571428571428571,1716.4079999923706,19,209,182
OnXFinance.sol,,695,DynaMOSA,true,0.1650485436893204,5,26,0.19230769230769232,28,105,0.26666666666666666,7,37,0.1891891891891892,9,40,0.225,1710.829999923706,17,187,182
Rexona.sol,,955,DynaMOSA,true,0.40476190476190477,5,22,0.22727272727272727,28,39,0.717948717948718,7,8,0.875,9,12,0.75,1730.3919999599457,16,182,182
FairStockEquity.sol,,284,DynaMOSA,true,0.5487804878048781,1,6,0.16666666666666666,56,120,0.4666666666666667,25,28,0.8928571428571429,26,48,0.5416666666666666,1734.906000137329,12,133,182
DSP.sol,,133,DynaMOSA,false,0.6341463414634146,4,18,0.2222222222222222,93,154,0.6038961038961039,48,64,0.75,41,60,0.6833333333333333,1641.880000114441,11,129,73
JGNRewards.sol,,633,DynaMOSA,false,0.7727272727272727,3,8,0.375,23,40,0.575,13,14,0.9285714285714286,6,6,1,1707.1860001087189,15,175,73
MisesLegacyPool.sol,,274,DynaMOSA,false,0.6666666666666666,3,10,0.3,20,44,0.45454545454545453,10,11,0.9090909090909091,6,6,1,1696.005999803543,18,207,73
afiController.sol,,831,DynaMOSA,false,0.5,0,10,0,43,102,0.4215686274509804,22,34,0.6470588235294118,33,56,0.5892857142857143,1736.4460000991821,41,453,73
POWToken.sol,,146,DynaMOSA,false,0.33707865168539325,3,26,0.11538461538461539,44,209,0.21052631578947367,26,63,0.4126984126984127,23,86,0.26744186046511625,1696.6989998817444,14,162,73
WolfStakingRewards.sol,,320,DynaMOSA,false,0.5576923076923077,5,14,0.35714285714285715,46,98,0.46938775510204084,24,38,0.631578947368421,18,40,0.45,1662.7469999790192,15,171,73
DMONDETHRewards.sol,,432,DynaMOSA,false,0.7049180327868853,7,14,0.5,66,105,0.6285714285714286,36,47,0.7659574468085106,19,34,0.5588235294117647,1703.2269999980927,17,187,73
MetaCoin2.sol,,188,DynaMOSA,false,0.8333333333333334,1,2,0.5,8,8,1,4,4,1,0,0,0,1691.3570001125336,15,165,73
RIT.sol,,945,DynaMOSA,false,0.6451612903225806,0,2,0,36,66,0.5454545454545454,20,29,0.6896551724137931,13,22,0.5909090909090909,1707.00200009346,18,198,73
Core_Fi_V3.sol,,926,DynaMOSA,false,0.9166666666666666,3,4,0.75,16,22,0.7272727272727273,7,8,0.875,0,0,0,1789.8610000610352,17,190,73
PRDZstakingV2.sol,,118,DynaMOSA,true,0.43373493975903615,5,26,0.19230769230769232,53,136,0.3897058823529412,26,39,0.6666666666666666,7,18,0.3888888888888889,1666.5329999923706,16,178,188
EqFinanceStaking.sol,,940,DynaMOSA,true,0.3611111111111111,4,20,0.2,24,88,0.2727272727272727,16,30,0.5333333333333333,7,22,0.3181818181818182,1770.7690000534058,21,231,188
FrogDAOGovernanceRewards.sol,,809,DynaMOSA,true,0.5952380952380952,5,10,0.5,28,56,0.5,13,16,0.8125,6,16,0.375,1679.1840000152588,18,198,188
ZAD.sol,,26,DynaMOSA,true,0.6226415094339622,0,2,0,36,66,0.5454545454545454,20,29,0.6896551724137931,13,22,0.5909090909090909,1716.348000049591,24,270,188
Vat.sol,,411,DynaMOSA,true,0.5858585858585859,4,8,0.5,63,98,0.6428571428571429,27,29,0.9310344827586207,36,62,0.5806451612903226,1712.5510001182556,20,222,188
SLTDETHlpReward.sol,,491,DynaMOSA,true,0.631578947368421,7,14,0.5,67,105,0.638095238095238,37,47,0.7872340425531915,19,34,0.5588235294117647,1682.4329998493195,15,167,188
Wallet.sol,,475,DynaMOSA,true,0.8333333333333334,0,0,0,3,6,0.5,2,2,1,3,4,0.75,1761.9299998283386,28,313,188
WOLF.sol,,391,DynaMOSA,true,0.4523809523809524,7,22,0.3181818181818182,28,39,0.717948717948718,7,8,0.875,9,12,0.75,1703.4619998931885,18,206,188
YRX3.sol,,666,DynaMOSA,true,0.6,7,18,0.3888888888888889,65,108,0.6018518518518519,35,48,0.7291666666666666,18,34,0.5294117647058824,1695.8369998931885,15,174,188
FrogDAO.sol,,977,DynaMOSA,false,1,0,0,0,21,25,0.84,10,10,1,4,4,1,0,0,10,111
