SUBJECT,CONFIGURATION,SEED,ALGORITHM,PROBE_ENABLED,COVERAGE,COVERED_BRANCHES,TOTAL_BRANCHES,BRANCH_COVERAGE,COVERED_LINES,TOTAL_LINES,LINE_COVERAGE,COVERED_FUNCTIONS,TOTAL_FUNCTIONS,FUNCTION_COVERAGE,COVERED_PROBES,TOTAL_PROBES,PROBE_COVERAGE,SEARCH_TIME,ITERATIONS,ID
YieldFarmLP2.sol,,409,DynaMOSA,false,0.38235294117647056,1,20,0.05,19,54,0.35185185185185186,12,14,0.8571428571428571,0,8,0,825.9270000457764,11,4
CryptoSecureBankToken.sol,,986,DynaMOSA,false,0.6727272727272727,12,26,0.46153846153846156,74,104,0.7115384615384616,31,33,0.9393939393939394,20,26,0.7692307692307693,850.1560001373291,11,4
Voting.sol,,543,DynaMOSA,false,0.13953488372093023,0,30,0,21,250,0.084,19,111,0.17117117117117117,5,94,0.05319148936170213,900.0329999923706,7,4
BAE.sol,,824,DynaMOSA,false,0.35714285714285715,0,6,0,9,50,0.18,5,8,0.625,12,36,0.3333333333333333,859.2149999141693,8,64
Dipex.sol,,180,DynaMOSA,false,0.4,5,22,0.22727272727272727,28,39,0.717948717948718,7,8,0.875,9,12,0.75,863.8020000457764,13,64
Controller.sol,,586,DynaMOSA,false,0.7037037037037037,0,8,0,36,70,0.5142857142857142,18,19,0.9473684210526315,30,34,0.8823529411764706,867.0140001773834,16,64
BTCParamV2.sol,,594,DynaMOSA,false,0.19230769230769232,0,12,0,16,56,0.2857142857142857,5,16,0.3125,6,14,0.42857142857142855,902.212000131607,20,64
CryptoGhost.sol,,99,DynaMOSA,false,0.32,30,40,0.75,57,77,0.7402597402597403,10,10,1,5,12,0.4166666666666667,825.7929999828339,2,64
CryptoSecureBankToken.sol,,577,DynaMOSA,false,0.6727272727272727,12,26,0.46153846153846156,75,104,0.7211538461538461,32,33,0.9696969696969697,21,26,0.8076923076923077,829.8600001335144,11,64
Voting.sol,,155,DynaMOSA,false,0.11627906976744186,0,30,0,17,250,0.068,16,111,0.14414414414414414,4,94,0.0425531914893617,827.9470000267029,7,64
GUMARewards.sol,,269,DynaMOSA,false,0.5660377358490566,4,12,0.3333333333333333,51,91,0.5604395604395604,30,44,0.6818181818181818,14,30,0.4666666666666667,851.7990000247955,14,64
YieldFarmLP2.sol,,22,DynaMOSA,false,0.38235294117647056,1,20,0.05,19,54,0.35185185185185186,12,14,0.8571428571428571,0,8,0,841.8070001602173,12,64
INS.sol,,651,DynaMOSA,false,1,1,2,0.5,27,37,0.7297297297297297,8,8,1,10,14,0.7142857142857143,48.5,1,64
ANRXToken.sol,,461,DynaMOSA,false,0.4782608695652174,6,12,0.5,34,44,0.7727272727272727,11,11,1,13,16,0.8125,940.981999874115,14,13
Baz.sol,,200,DynaMOSA,false,0.6,6,8,0.75,12,16,0.75,2,2,1,0,0,0,917.2130000591278,17,13
Reentrance.sol,,64,DynaMOSA,false,0.375,1,4,0.25,6,24,0.25,4,12,0.3333333333333333,2,10,0.2,902.9030001163483,18,13
Token50X100.sol,,712,DynaMOSA,false,0.3466666666666667,3,36,0.08333333333333333,50,146,0.3424657534246575,24,40,0.6,13,50,0.26,847.7320001125336,17,13
TPA.sol,,104,DynaMOSA,false,0.6794871794871795,5,18,0.2777777777777778,94,150,0.6266666666666667,53,65,0.8153846153846154,41,56,0.7321428571428571,897.329999923706,10,13
TokenDispatch.sol,,206,DynaMOSA,false,0.25,0,22,0,19,100,0.19,6,10,0.6,6,34,0.17647058823529413,889.1619999408722,49,13
MarsStakingRewards.sol,,216,DynaMOSA,false,0.5964912280701754,4,12,0.3333333333333333,55,115,0.4782608695652174,33,49,0.673469387755102,18,42,0.42857142857142855,896.4939999580383,13,13
CourtFarming_RoomLPStake.sol,,132,DynaMOSA,false,0.6153846153846154,11,32,0.34375,69,108,0.6388888888888888,19,20,0.95,2,4,0.5,847.1570000648499,12,13
Revive.sol,,733,DynaMOSA,false,0.6440677966101694,9,22,0.4090909090909091,75,109,0.6880733944954128,33,38,0.868421052631579,26,36,0.7222222222222222,900.7039999961853,13,13
ThriftToken.sol,,989,DynaMOSA,false,0.8461538461538461,1,2,0.5,39,58,0.6724137931034483,10,11,0.9090909090909091,34,52,0.6538461538461539,865.7590000629425,18,13
Cryptoz.sol,,842,DynaMOSA,false,0.37254901960784315,2,18,0.1111111111111111,39,155,0.25161290322580643,18,34,0.5294117647058824,24,74,0.32432432432432434,826.0599999427795,5,118
PACT.sol,,268,DynaMOSA,false,0.85,0,0,0,23,72,0.3194444444444444,17,20,0.85,7,32,0.21875,885.5510001182556,14,118
AavePoolReward.sol,,129,DynaMOSA,false,0.7142857142857143,5,10,0.5,27,44,0.6136363636363636,11,12,0.9166666666666666,6,6,1,881.2470002174377,14,118
LUP.sol,,521,DynaMOSA,false,0.6206896551724138,2,12,0.16666666666666666,28,49,0.5714285714285714,15,18,0.8333333333333334,6,10,0.6,912.9479999542236,11,118
NAL.sol,,909,DynaMOSA,false,0.6923076923076923,4,18,0.2222222222222222,102,150,0.68,56,65,0.8615384615384616,42,56,0.75,882.0209999084473,9,118
Weedburn.sol,,441,DynaMOSA,false,0.6666666666666666,2,10,0.2,60,88,0.6818181818181818,24,26,0.9230769230769231,28,40,0.7,887.9689998626709,14,118
BACMARSLPTOKENPool.sol,,675,DynaMOSA,false,0.6222222222222222,6,12,0.5,52,94,0.5531914893617021,25,36,0.6944444444444444,17,30,0.5666666666666667,889.0320000648499,14,118
Final.sol,,52,DynaMOSA,false,0.19047619047619047,5,26,0.19230769230769232,28,105,0.26666666666666666,7,37,0.1891891891891892,9,40,0.225,928.6890001296997,12,112
PlasmaswapPair.sol,,240,DynaMOSA,false,0.21621621621621623,0,23,0,20,99,0.20202020202020202,8,14,0.5714285714285714,5,22,0.22727272727272727,852.4179999828339,14,112
WheatFarm.sol,,9,DynaMOSA,false,0.20634920634920634,6,26,0.23076923076923078,28,105,0.26666666666666666,7,37,0.1891891891891892,9,40,0.225,889.8840000629425,26,112
UNIWHALE_ERC20.sol,,345,DynaMOSA,false,0.5,0,6,0,17,41,0.4146341463414634,7,8,0.875,2,8,0.25,850.6810002326965,22,112
MIMOToken.sol,,259,DynaMOSA,false,0.9166666666666666,1,2,0.5,25,43,0.5813953488372093,10,10,1,10,12,0.8333333333333334,911.6599998474121,14,112
QuickToken.sol,,832,DynaMOSA,false,0.6129032258064516,3,8,0.375,47,76,0.618421052631579,16,23,0.6956521739130435,22,34,0.6470588235294118,851.941999912262,18,112
Liquidity_v8.sol,,644,DynaMOSA,false,0.3877551020408163,2,18,0.1111111111111111,34,126,0.2698412698412698,18,33,0.5454545454545454,14,48,0.2916666666666667,904.8079998493195,13,112
REXUNIFINANCE.sol,,479,DynaMOSA,false,0.8461538461538461,1,2,0.5,42,58,0.7241379310344828,10,11,0.9090909090909091,40,52,0.7692307692307693,871.2210001945496,17,112
LpStaking.sol,,57,DynaMOSA,false,0.29850746268656714,2,24,0.08333333333333333,39,139,0.2805755395683453,22,48,0.4583333333333333,12,42,0.2857142857142857,890.6399998664856,13,112
BirdOracle.sol,,434,DynaMOSA,false,0.6153846153846154,15,28,0.5357142857142857,44,66,0.6666666666666666,9,9,1,0,2,0,919.3990001678467,24,112
Cryptoz.sol,,421,DynaMOSA,true,0.336,2,18,0.1111111111111111,44,155,0.2838709677419355,20,34,0.5882352941176471,26,74,0.35135135135135137,840.2860000133514,5,60
Weedburn.sol,,269,DynaMOSA,true,0.6447368421052632,4,10,0.4,74,88,0.8409090909090909,24,26,0.9230769230769231,35,40,0.875,874.0390000343323,27,60
MARVELCOIN.sol,,78,DynaMOSA,true,0.7916666666666666,1,2,0.5,28,37,0.7567567567567568,8,8,1,12,14,0.8571428571428571,913.4629998207092,17,60
LUP.sol,,377,DynaMOSA,true,0.6153846153846154,2,12,0.16666666666666666,27,49,0.5510204081632653,14,18,0.7777777777777778,7,10,0.7,853.3000001907349,10,60
NAL.sol,,161,DynaMOSA,true,0.6119402985074627,2,18,0.1111111111111111,84,150,0.56,47,65,0.7230769230769231,41,56,0.7321428571428571,895.3689999580383,10,60
BACMARSLPTOKENPool.sol,,648,DynaMOSA,true,0.48,4,12,0.3333333333333333,48,94,0.5106382978723404,23,36,0.6388888888888888,16,30,0.5333333333333333,849.2829999923706,14,60
AavePoolReward.sol,,947,DynaMOSA,true,0.7037037037037037,5,10,0.5,27,44,0.6136363636363636,11,12,0.9166666666666666,6,6,1,916.7669999599457,15,60
PACT.sol,,846,DynaMOSA,true,0.46153846153846156,0,0,0,23,72,0.3194444444444444,17,20,0.85,7,32,0.21875,857.9409999847412,15,60
GFC.sol,,398,DynaMOSA,true,0.75,1,2,0.5,27,37,0.7297297297297297,8,8,1,10,14,0.7142857142857143,873.6989998817444,15,60
EdenCoin.sol,,287,Random,false,0.9,1,2,0.5,18,33,0.5454545454545454,7,8,0.875,3,14,0.21428571428571427,903.4060001373291,203,17
HTDD_contract.sol,,118,Random,false,1,0,0,0,19,26,0.7307692307692307,5,5,1,11,16,0.6875,902.2039999961853,192,17
FrogDAO.sol,,915,Random,false,1,0,0,0,21,25,0.84,10,10,1,4,4,1,901.3970000743866,172,17
SSTRewards.sol,,487,Random,false,0.75,3,8,0.375,23,40,0.575,13,14,0.9285714285714286,6,6,1,901.295000076294,175,17
Dynamic.sol,,47,Random,false,0.75,1,2,0.5,3,4,0.75,2,2,1,0,0,0,903.2530000209808,221,17
Cover_ZapIn_General_V1.sol,,391,Random,false,0.34545454545454546,2,16,0.125,39,129,0.3023255813953488,22,42,0.5238095238095238,13,44,0.29545454545454547,906.300999879837,104,17
NasiLiquidityPoolFactory.sol,,853,Random,false,0.1456953642384106,3,50,0.06,53,320,0.165625,19,106,0.1792452830188679,14,88,0.1590909090909091,907.2439999580383,61,17
AntiBaseProtocol.sol,,87,Random,false,0.7708333333333334,3,8,0.375,84,98,0.8571428571428571,39,42,0.9285714285714286,24,26,0.9230769230769231,902.2990000247955,172,17
Liquidity_v8.sol,,631,DynaMOSA,true,0.32989690721649484,2,18,0.1111111111111111,34,126,0.2698412698412698,18,33,0.5454545454545454,14,48,0.2916666666666667,833.5809998512268,12,84
BirdOracle.sol,,655,DynaMOSA,true,0.5853658536585366,14,28,0.5,43,66,0.6515151515151515,9,9,1,0,2,0,888.2539999485016,21,84
WheatFarm.sol,,897,DynaMOSA,true,0.1650485436893204,5,26,0.19230769230769232,28,105,0.26666666666666666,7,37,0.1891891891891892,9,40,0.225,887.9570000171661,26,84
LpStaking.sol,,737,DynaMOSA,true,0.29357798165137616,2,24,0.08333333333333333,38,139,0.2733812949640288,21,48,0.4375,12,42,0.2857142857142857,892.6119999885559,13,84
Final.sol,,862,DynaMOSA,true,0.1650485436893204,5,26,0.19230769230769232,28,105,0.26666666666666666,7,37,0.1891891891891892,9,40,0.225,902.4460000991821,11,84
PlasmaswapPair.sol,,762,DynaMOSA,true,0.1864406779661017,0,23,0,20,99,0.20202020202020202,8,14,0.5714285714285714,5,22,0.22727272727272727,864.686999797821,14,84
MIMOToken.sol,,669,DynaMOSA,true,0.8333333333333334,1,2,0.5,25,43,0.5813953488372093,10,10,1,10,12,0.8333333333333334,920.6059999465942,14,84
UNIWHALE_ERC20.sol,,664,DynaMOSA,true,0.4090909090909091,0,6,0,17,41,0.4146341463414634,7,8,0.875,2,8,0.25,866.5709998607635,23,84
QuickToken.sol,,77,DynaMOSA,true,0.6307692307692307,3,8,0.375,53,76,0.6973684210526315,16,23,0.6956521739130435,24,34,0.7058823529411765,886.1339998245239,17,84
REXUNIFINANCE.sol,,790,DynaMOSA,true,0.7692307692307693,1,2,0.5,42,58,0.7241379310344828,10,11,0.9090909090909091,40,52,0.7692307692307693,887.430999994278,19,84
PACT.sol,,986,DynaMOSA,true,0.46153846153846156,0,0,0,23,72,0.3194444444444444,17,20,0.85,7,32,0.21875,859.6659998893738,15,120
LUP.sol,,283,DynaMOSA,true,0.5897435897435898,2,12,0.16666666666666666,28,49,0.5714285714285714,13,18,0.7222222222222222,7,10,0.7,914.5369999408722,11,120
Cryptoz.sol,,491,DynaMOSA,true,0.368,2,18,0.1111111111111111,48,155,0.3096774193548387,24,34,0.7058823529411765,28,74,0.3783783783783784,839.6999998092651,5,120
Weedburn.sol,,12,DynaMOSA,true,0.5921052631578947,2,10,0.2,61,88,0.6931818181818182,24,26,0.9230769230769231,30,40,0.75,870.3320000171661,29,120
MARVELCOIN.sol,,104,DynaMOSA,true,0.7916666666666666,1,2,0.5,28,37,0.7567567567567568,8,8,1,12,14,0.8571428571428571,862.3450000286102,18,120
AavePoolReward.sol,,250,DynaMOSA,true,0.7037037037037037,5,10,0.5,27,44,0.6136363636363636,11,12,0.9166666666666666,6,6,1,892.7699999809265,14,120
NAL.sol,,553,DynaMOSA,true,0.7089552238805971,5,18,0.2777777777777778,104,150,0.6933333333333334,55,65,0.8461538461538461,42,56,0.75,917.1309998035431,10,120
GFC.sol,,497,DynaMOSA,true,0.7916666666666666,1,2,0.5,28,37,0.7567567567567568,8,8,1,12,14,0.8571428571428571,850.449000120163,14,120
BACMARSLPTOKENPool.sol,,589,DynaMOSA,true,0.49333333333333335,4,12,0.3333333333333333,49,94,0.5212765957446809,24,36,0.6666666666666666,16,30,0.5333333333333333,918.3639998435974,14,120
GAZ_ERC20.sol,,741,DynaMOSA,false,0.6923076923076923,2,2,1,15,26,0.5769230769230769,7,11,0.6363636363636364,7,22,0.3181818181818182,854.5809998512268,16,25
Rootkit_finance.sol,,143,DynaMOSA,false,0.75,2,4,0.5,15,22,0.6818181818181818,7,8,0.875,0,0,0,859.8840000629425,16,25
UFragments.sol,,73,DynaMOSA,false,0.29508196721311475,5,28,0.17857142857142858,42,136,0.3088235294117647,20,35,0.5714285714285714,5,34,0.14705882352941177,868.2740001678467,30,25
FreakCoin.sol,,575,DynaMOSA,false,0.5652173913043478,5,10,0.5,56,74,0.7567567567567568,13,13,1,9,10,0.9,894.8010001182556,14,25
BancorV2_ZapIn_General_V1_1.sol,,824,DynaMOSA,false,0.2962962962962963,1,18,0.05555555555555555,30,118,0.2542372881355932,19,39,0.48717948717948717,8,42,0.19047619047619047,865.8029999732971,10,25
MetaCoin.sol,,749,DynaMOSA,false,0.2,5,8,0.625,6,9,0.6666666666666666,2,2,1,0,0,0,898.1229999065399,12,25
Straight_Fire_Finance.sol,,467,DynaMOSA,false,0.75,2,4,0.5,15,22,0.6818181818181818,7,8,0.875,0,0,0,884.845999956131,16,25
TimeMiner.sol,,158,DynaMOSA,false,0.8,4,6,0.6666666666666666,76,90,0.8444444444444444,19,19,1,16,18,0.8888888888888888,861.7450001239777,18,25
MoshiachCoinStaking.sol,,727,DynaMOSA,false,0.3877551020408163,4,20,0.2,24,88,0.2727272727272727,16,30,0.5333333333333333,7,22,0.3181818181818182,867.1589999198914,17,25
CourtFarming_HTStake.sol,,452,DynaMOSA,false,0.6153846153846154,12,32,0.375,73,109,0.6697247706422018,20,20,1,4,4,1,880.8869998455048,14,25
UNIWHALE_ERC20.sol,,156,DynaMOSA,false,0.5,0,6,0,17,41,0.4146341463414634,7,8,0.875,2,8,0.25,864.7130000591278,22,52
REXUNIFINANCE.sol,,63,DynaMOSA,false,0.8461538461538461,1,2,0.5,36,58,0.6206896551724138,10,11,0.9090909090909091,33,52,0.6346153846153846,877.2200000286102,16,52
PlasmaswapPair.sol,,896,DynaMOSA,false,0.21621621621621623,0,23,0,20,99,0.20202020202020202,8,14,0.5714285714285714,5,22,0.22727272727272727,888.2859997749329,15,52
MIMOToken.sol,,875,DynaMOSA,false,0.9166666666666666,1,2,0.5,25,43,0.5813953488372093,10,10,1,10,12,0.8333333333333334,860.0769999027252,14,52
BirdOracle.sol,,720,DynaMOSA,false,0.6153846153846154,15,28,0.5357142857142857,44,66,0.6666666666666666,9,9,1,0,2,0,931.7650001049042,24,52
Final.sol,,490,DynaMOSA,false,0.19047619047619047,5,26,0.19230769230769232,28,105,0.26666666666666666,7,37,0.1891891891891892,9,40,0.225,854.1380000114441,11,52
Liquidity_v8.sol,,998,DynaMOSA,false,0.3877551020408163,2,18,0.1111111111111111,34,126,0.2698412698412698,18,33,0.5454545454545454,14,48,0.2916666666666667,897.2890000343323,12,52
QuickToken.sol,,629,DynaMOSA,false,0.6129032258064516,3,8,0.375,53,76,0.6973684210526315,16,23,0.6956521739130435,24,34,0.7058823529411765,890.1689999103546,18,52
LpStaking.sol,,651,DynaMOSA,false,0.29850746268656714,2,24,0.08333333333333333,38,139,0.2733812949640288,21,48,0.4375,12,42,0.2857142857142857,889.8289999961853,13,52
WheatFarm.sol,,412,DynaMOSA,false,0.20634920634920634,6,26,0.23076923076923078,28,105,0.26666666666666666,7,37,0.1891891891891892,9,40,0.225,873.7939999103546,25,52
MARVELCOIN.sol,,75,DynaMOSA,false,1,1,2,0.5,27,37,0.7297297297297297,8,8,1,10,14,0.7142857142857143,46.943000078201294,1,58
Weedburn.sol,,676,DynaMOSA,false,0.6666666666666666,2,10,0.2,60,88,0.6818181818181818,24,26,0.9230769230769231,28,40,0.7,855.3079998493195,12,58
NAL.sol,,72,DynaMOSA,false,0.6538461538461539,4,18,0.2222222222222222,97,150,0.6466666666666666,52,65,0.8,41,56,0.7321428571428571,836.9479999542236,9,58
AavePoolReward.sol,,302,DynaMOSA,false,0.7142857142857143,5,10,0.5,27,44,0.6136363636363636,11,12,0.9166666666666666,6,6,1,935.9649999141693,15,58
LUP.sol,,511,DynaMOSA,false,0.6206896551724138,2,12,0.16666666666666666,28,49,0.5714285714285714,15,18,0.8333333333333334,6,10,0.6,869.5030000209808,10,58
Cryptoz.sol,,907,DynaMOSA,false,0.47058823529411764,2,18,0.1111111111111111,47,155,0.3032258064516129,23,34,0.6764705882352942,27,74,0.36486486486486486,825.1770000457764,5,58
PACT.sol,,74,DynaMOSA,false,0.85,0,0,0,23,72,0.3194444444444444,17,20,0.85,7,32,0.21875,881.4629998207092,14,58
GFC.sol,,163,DynaMOSA,false,1,1,2,0.5,28,37,0.7567567567567568,8,8,1,12,14,0.8571428571428571,54.467000007629395,1,58
BACMARSLPTOKENPool.sol,,219,DynaMOSA,false,0.6222222222222222,6,12,0.5,52,94,0.5531914893617021,25,36,0.6944444444444444,17,30,0.5666666666666667,867.0700001716614,13,58
ZAD.sol,,107,Random,false,0.6451612903225806,0,2,0,36,66,0.5454545454545454,20,29,0.6896551724137931,13,22,0.5909090909090909,901.4670000076294,247,101
EqFinanceStaking.sol,,82,Random,false,0.3877551020408163,4,20,0.2,24,88,0.2727272727272727,16,30,0.5333333333333333,7,22,0.3181818181818182,903.8150000572205,215,101
SLTDETHlpReward.sol,,206,Random,false,0.7017543859649122,7,14,0.5,67,105,0.638095238095238,37,47,0.7872340425531915,19,34,0.5588235294117647,906.5979998111725,157,101
FrogDAOGovernanceRewards.sol,,597,Random,false,0.7391304347826086,5,10,0.5,29,56,0.5178571428571429,13,16,0.8125,7,16,0.4375,904.2799999713898,166,101
PRDZstakingV2.sol,,922,Random,false,0.46875,5,26,0.19230769230769232,53,136,0.3897058823529412,26,39,0.6666666666666666,7,18,0.3888888888888889,900.5750000476837,156,101
Vat.sol,,79,Random,false,0.7714285714285715,4,8,0.5,69,98,0.7040816326530612,29,29,1,46,62,0.7419354838709677,901.920000076294,189,101
YRX3.sol,,150,Random,false,0.6721311475409836,7,18,0.3888888888888889,65,108,0.6018518518518519,35,48,0.7291666666666666,18,34,0.5294117647058824,903.922000169754,136,101
WOLF.sol,,670,Random,false,0.4,5,22,0.22727272727272727,28,39,0.717948717948718,7,8,0.875,9,12,0.75,907.0629999637604,186,101
Wallet.sol,,525,Random,false,1,0,0,0,2,6,0.3333333333333333,2,2,1,2,4,0.5,902.2479999065399,282,101
DMONDETHRewards.sol,,94,DynaMOSA,false,0.7017543859649122,7,14,0.5,67,105,0.638095238095238,37,47,0.7872340425531915,19,34,0.5588235294117647,863.0929999351501,13,79
DSP.sol,,640,DynaMOSA,false,0.6052631578947368,4,18,0.2222222222222222,90,154,0.5844155844155844,47,64,0.734375,39,60,0.65,915.9140000343323,10,79
afiController.sol,,646,DynaMOSA,false,0.5,0,10,0,43,102,0.4215686274509804,22,34,0.6470588235294118,33,56,0.5892857142857143,876.768000125885,35,79
JGNRewards.sol,,967,DynaMOSA,false,0.75,3,8,0.375,23,40,0.575,13,14,0.9285714285714286,6,6,1,875.933000087738,15,79
WolfStakingRewards.sol,,183,DynaMOSA,false,0.5416666666666666,5,14,0.35714285714285715,46,98,0.46938775510204084,24,38,0.631578947368421,18,40,0.45,861.9670000076294,16,79
MisesLegacyPool.sol,,636,DynaMOSA,false,0.631578947368421,3,10,0.3,20,44,0.45454545454545453,10,11,0.9090909090909091,6,6,1,852.199000120163,13,79
RIT.sol,,4,DynaMOSA,false,0.6451612903225806,0,2,0,36,66,0.5454545454545454,20,29,0.6896551724137931,13,22,0.5909090909090909,858.9090001583099,17,79
MetaCoin2.sol,,824,DynaMOSA,false,0.8333333333333334,1,2,0.5,8,8,1,4,4,1,0,0,0,925.1890001296997,13,79
Core_Fi_V3.sol,,787,DynaMOSA,false,0.8333333333333334,2,4,0.5,15,22,0.6818181818181818,7,8,0.875,0,0,0,925.5930001735687,18,79
POWToken.sol,,714,DynaMOSA,false,0.3058823529411765,3,26,0.11538461538461539,42,209,0.20095693779904306,25,63,0.3968253968253968,20,86,0.23255813953488372,891.8099999427795,10,79
RainbowRAK.sol,,702,DynaMOSA,false,0.6296296296296297,6,14,0.42857142857142855,60,115,0.5217391304347826,30,42,0.7142857142857143,18,40,0.45,867.1569998264313,13,97
SLTDStaking.sol,,382,DynaMOSA,false,0.5,4,12,0.3333333333333333,46,100,0.46,28,47,0.5957446808510638,16,34,0.47058823529411764,867.2579998970032,13,97
DmmControllerV2.sol,,960,DynaMOSA,false,0.17142857142857143,0,14,0,43,258,0.16666666666666666,22,111,0.1981981981981982,15,102,0.14705882352941177,894.521999835968,4,97
DJCoin.sol,,313,DynaMOSA,false,0.8275862068965517,3,6,0.5,69,91,0.7582417582417582,22,25,0.88,18,28,0.6428571428571429,848.7509999275208,13,97
StakingDextoken.sol,,636,DynaMOSA,false,0.7714285714285715,4,10,0.4,53,93,0.5698924731182796,25,27,0.9259259259259259,37,50,0.74,849.4099998474121,13,97
SALESCONTRACT.sol,,693,DynaMOSA,false,0.5,0,8,0,13,57,0.22807017543859648,7,8,0.875,2,24,0.08333333333333333,849.3500001430511,14,97
BlueICE.sol,,505,DynaMOSA,false,0.6666666666666666,7,14,0.5,67,117,0.5726495726495726,31,43,0.7209302325581395,20,38,0.5263157894736842,944.1269998550415,14,97
LIBERAPAY.sol,,390,DynaMOSA,false,0.532258064516129,5,28,0.17857142857142858,79,141,0.5602836879432624,32,39,0.8205128205128205,34,50,0.68,856.1549999713898,12,97
vnxManager.sol,,633,DynaMOSA,false,0.85,0,2,0,30,43,0.6976744186046512,19,20,0.95,14,26,0.5384615384615384,868.9830000400543,32,97
MarsStakingRewards.sol,,972,DynaMOSA,false,0.5263157894736842,2,12,0.16666666666666666,49,115,0.4260869565217391,31,49,0.6326530612244898,17,42,0.40476190476190477,908.5130000114441,13,73
Token50X100.sol,,261,DynaMOSA,false,0.3466666666666667,3,36,0.08333333333333333,50,146,0.3424657534246575,24,40,0.6,13,50,0.26,862.8020000457764,18,73
TokenDispatch.sol,,879,DynaMOSA,false,0.25,0,22,0,19,100,0.19,6,10,0.6,6,34,0.17647058823529413,897.8389999866486,51,73
Reentrance.sol,,186,DynaMOSA,false,0.375,1,4,0.25,6,24,0.25,4,12,0.3333333333333333,2,10,0.2,895.5789999961853,18,73
TPA.sol,,115,DynaMOSA,false,0.5,2,18,0.1111111111111111,75,150,0.5,41,65,0.6307692307692307,35,56,0.625,872.8090000152588,10,73
Revive.sol,,35,DynaMOSA,false,0.6440677966101694,9,22,0.4090909090909091,74,109,0.6788990825688074,33,38,0.868421052631579,26,36,0.7222222222222222,903.7450001239777,13,73
Baz.sol,,392,DynaMOSA,false,0.6,7,8,0.875,14,16,0.875,2,2,1,0,0,0,905.0009999275208,19,73
ANRXToken.sol,,362,DynaMOSA,false,0.4782608695652174,6,12,0.5,30,44,0.6818181818181818,11,11,1,10,16,0.625,894.1890001296997,13,73
CourtFarming_RoomLPStake.sol,,176,DynaMOSA,false,0.6153846153846154,12,32,0.375,73,108,0.6759259259259259,20,20,1,4,4,1,895.5920000076294,13,73
ThriftToken.sol,,955,DynaMOSA,false,0.8461538461538461,1,2,0.5,38,58,0.6551724137931034,10,11,0.9090909090909091,37,52,0.7115384615384616,885.0060000419617,18,73
MIMOToken.sol,,78,DynaMOSA,true,0.8333333333333334,1,2,0.5,25,43,0.5813953488372093,10,10,1,10,12,0.8333333333333334,854.845999956131,16,144
REXUNIFINANCE.sol,,71,DynaMOSA,true,0.7692307692307693,1,2,0.5,42,58,0.7241379310344828,10,11,0.9090909090909091,40,52,0.7692307692307693,877.6719999313354,18,144
QuickToken.sol,,49,DynaMOSA,true,0.6307692307692307,3,8,0.375,53,76,0.6973684210526315,16,23,0.6956521739130435,24,34,0.7058823529411765,883.7990000247955,17,144
Final.sol,,826,DynaMOSA,true,0.1650485436893204,5,26,0.19230769230769232,28,105,0.26666666666666666,7,37,0.1891891891891892,9,40,0.225,886.1100001335144,12,144
WheatFarm.sol,,959,DynaMOSA,true,0.1650485436893204,5,26,0.19230769230769232,28,105,0.26666666666666666,7,37,0.1891891891891892,9,40,0.225,856.8210000991821,15,144
Liquidity_v8.sol,,795,DynaMOSA,true,0.32989690721649484,2,18,0.1111111111111111,34,126,0.2698412698412698,18,33,0.5454545454545454,14,48,0.2916666666666667,851.1859998703003,13,144
PlasmaswapPair.sol,,519,DynaMOSA,true,0.1864406779661017,0,23,0,20,99,0.20202020202020202,8,14,0.5714285714285714,5,22,0.22727272727272727,911.2730000019073,14,144
LpStaking.sol,,896,DynaMOSA,true,0.29357798165137616,2,24,0.08333333333333333,39,139,0.2805755395683453,22,48,0.4583333333333333,12,42,0.2857142857142857,876.3100001811981,12,144
UNIWHALE_ERC20.sol,,514,DynaMOSA,true,0.4090909090909091,0,6,0,17,41,0.4146341463414634,7,8,0.875,2,8,0.25,892.7249999046326,15,144
TPA.sol,,428,DynaMOSA,false,0.6538461538461539,4,18,0.2222222222222222,95,150,0.6333333333333333,53,65,0.8153846153846154,44,56,0.7857142857142857,836.3759999275208,9,133
Token50X100.sol,,667,DynaMOSA,false,0.3466666666666667,3,36,0.08333333333333333,50,146,0.3424657534246575,24,40,0.6,13,50,0.26,838.460000038147,16,133
Reentrance.sol,,120,DynaMOSA,false,0.375,1,4,0.25,6,24,0.25,4,12,0.3333333333333333,2,10,0.2,863.9900000095367,17,133
Baz.sol,,521,DynaMOSA,false,0.6,7,8,0.875,14,16,0.875,2,2,1,0,0,0,883.5140001773834,18,133
CourtFarming_RoomLPStake.sol,,261,DynaMOSA,false,0.6346153846153846,12,32,0.375,69,108,0.6388888888888888,19,20,0.95,2,4,0.5,913.3759999275208,13,133
ANRXToken.sol,,686,DynaMOSA,false,0.4782608695652174,5,12,0.4166666666666667,32,44,0.7272727272727273,10,11,0.9090909090909091,13,16,0.8125,916.9019999504089,14,133
ThriftToken.sol,,910,DynaMOSA,false,0.8461538461538461,1,2,0.5,36,58,0.6206896551724138,10,11,0.9090909090909091,33,52,0.6346153846153846,891.8740000724792,17,133
TokenDispatch.sol,,624,DynaMOSA,false,0.25,0,22,0,18,100,0.18,5,10,0.5,5,34,0.14705882352941177,894.7369999885559,49,133
MarsStakingRewards.sol,,161,DynaMOSA,false,0.5964912280701754,4,12,0.3333333333333333,55,115,0.4782608695652174,33,49,0.673469387755102,18,42,0.42857142857142855,888.095999956131,13,133
