SUBJECT,CONFIGURATION,SEED,ALGORITHM,PROBE_ENABLED,COVERAGE,COVERED_BRANCHES,TOTAL_BRANCHES,BRANCH_COVERAGE,COVERED_LINES,TOTAL_LINES,LINE_COVERAGE,COVERED_FUNCTIONS,TOTAL_FUNCTIONS,FUNCTION_COVERAGE,COVERED_PROBES,TOTAL_PROBES,PROBE_COVERAGE,SEARCH_TIME,ITERATIONS,ID
LUP.sol,,98,DynaMOSA,false,0.5666666666666667,2,12,0.16666666666666666,30,49,0.6122448979591837,15,18,0.8333333333333334,7,10,0.7,1715.3810000419617,13,143,99
BACMARSLPTOKENPool.sol,,697,DynaMOSA,false,0.6458333333333334,6,12,0.5,52,94,0.5531914893617021,25,36,0.6944444444444444,17,30,0.5666666666666667,1687.8150000572205,16,184,99
GFC.sol,,349,DynaMOSA,false,1,1,2,0.5,27,37,0.7297297297297297,8,8,1,10,14,0.7142857142857143,0,0,10,99
Cryptoz.sol,,805,DynaMOSA,false,0.40384615384615385,2,18,0.1111111111111111,43,155,0.27741935483870966,19,34,0.5588235294117647,26,74,0.35135135135135137,1578.7690000534058,8,89,99
AavePoolReward.sol,,735,DynaMOSA,false,0.7272727272727273,5,10,0.5,27,44,0.6136363636363636,11,12,0.9166666666666666,6,6,1,1778.7679998874664,17,190,99
Weedburn.sol,,423,DynaMOSA,false,0.7777777777777778,2,10,0.2,60,88,0.6818181818181818,24,26,0.9230769230769231,28,40,0.7,1722.1440000534058,16,176,99
PACT.sol,,677,DynaMOSA,false,0.85,0,0,0,23,72,0.3194444444444444,17,20,0.85,7,32,0.21875,1694.917000055313,18,208,99
MARVELCOIN.sol,,708,DynaMOSA,false,1,1,2,0.5,27,37,0.7297297297297297,8,8,1,10,14,0.7142857142857143,0.0009999275207519531,0,10,99
PRDZstakingV2.sol,,936,DynaMOSA,true,0.43373493975903615,5,26,0.19230769230769232,53,136,0.3897058823529412,26,39,0.6666666666666666,7,18,0.3888888888888889,1668.5609998703003,15,174,168
SLTDETHlpReward.sol,,105,DynaMOSA,true,0.631578947368421,7,14,0.5,67,105,0.638095238095238,37,47,0.7872340425531915,19,34,0.5588235294117647,1671.50200009346,15,169,168
FrogDAOGovernanceRewards.sol,,821,DynaMOSA,true,0.5714285714285714,5,10,0.5,27,56,0.48214285714285715,13,16,0.8125,5,16,0.3125,1692.4140000343323,18,198,168
EqFinanceStaking.sol,,102,DynaMOSA,true,0.4027777777777778,4,20,0.2,33,88,0.375,18,30,0.6,10,22,0.45454545454545453,1768.5140001773834,20,225,168
Wallet.sol,,456,DynaMOSA,true,0.8333333333333334,0,0,0,5,6,0.8333333333333334,2,2,1,3,4,0.75,1749.4590001106262,27,298,168
Vat.sol,,733,DynaMOSA,true,0.5757575757575758,4,8,0.5,62,98,0.6326530612244898,27,29,0.9310344827586207,35,62,0.5645161290322581,1715.1640000343323,20,224,168
YRX3.sol,,817,DynaMOSA,true,0.6,7,18,0.3888888888888889,65,108,0.6018518518518519,35,48,0.7291666666666666,18,34,0.5294117647058824,1684.4079999923706,15,171,168
WOLF.sol,,409,DynaMOSA,true,0.40476190476190477,5,22,0.22727272727272727,28,39,0.717948717948718,7,8,0.875,9,12,0.75,1704.9240000247955,19,212,168
ZAD.sol,,386,DynaMOSA,true,0.6226415094339622,0,2,0,36,66,0.5454545454545454,20,29,0.6896551724137931,13,22,0.5909090909090909,1722.8020000457764,25,284,168
LIBERAPAY.sol,,35,DynaMOSA,true,0.6068376068376068,5,28,0.17857142857142858,82,141,0.5815602836879432,33,39,0.8461538461538461,39,50,0.78,1687.0520000457764,13,150,186
vnxManager.sol,,437,DynaMOSA,true,0.6458333333333334,0,2,0,30,43,0.6976744186046512,19,20,0.95,14,26,0.5384615384615384,1736.1169998645782,27,305,186
BlueICE.sol,,436,DynaMOSA,true,0.6,7,14,0.5,67,117,0.5726495726495726,31,43,0.7209302325581395,20,38,0.5263157894736842,1781.186999797821,18,198,186
DmmControllerV2.sol,,89,DynaMOSA,true,0.23788546255506607,0,14,0,76,258,0.29457364341085274,38,111,0.34234234234234234,20,102,0.19607843137254902,1543.5550000667572,5,65,186
SALESCONTRACT.sol,,123,DynaMOSA,true,0.25,0,8,0,14,57,0.24561403508771928,8,8,1,2,24,0.08333333333333333,1720.255000114441,19,214,186
SLTDStaking.sol,,764,DynaMOSA,true,0.5161290322580645,4,12,0.3333333333333333,47,100,0.47,29,47,0.6170212765957447,16,34,0.47058823529411764,1725.226000070572,18,199,186
StakingDextoken.sol,,200,DynaMOSA,true,0.6781609195402298,4,10,0.4,54,93,0.5806451612903226,25,27,0.9259259259259259,37,50,0.74,1698.9349999427795,16,183,186
DJCoin.sol,,414,DynaMOSA,true,0.711864406779661,3,6,0.5,69,91,0.7582417582417582,22,25,0.88,18,28,0.6428571428571429,1664.316999912262,14,159,186
RainbowRAK.sol,,963,DynaMOSA,true,0.5625,6,14,0.42857142857142855,60,115,0.5217391304347826,30,42,0.7142857142857143,18,40,0.45,1720.335000038147,17,195,186
RIT.sol,,450,DynaMOSA,false,0.6451612903225806,0,2,0,36,66,0.5454545454545454,20,29,0.6896551724137931,13,22,0.5909090909090909,1709.5409998893738,19,211,93
WolfStakingRewards.sol,,868,DynaMOSA,false,0.5576923076923077,5,14,0.35714285714285715,46,98,0.46938775510204084,24,38,0.631578947368421,18,40,0.45,1675.2699999809265,15,168,93
JGNRewards.sol,,148,DynaMOSA,false,0.7727272727272727,3,8,0.375,23,40,0.575,13,14,0.9285714285714286,6,6,1,1696.1219999790192,16,178,93
DMONDETHRewards.sol,,346,DynaMOSA,false,0.7049180327868853,7,14,0.5,65,105,0.6190476190476191,36,47,0.7659574468085106,19,34,0.5588235294117647,1668.3289999961853,16,180,93
Core_Fi_V3.sol,,283,DynaMOSA,false,0.8333333333333334,2,4,0.5,15,22,0.6818181818181818,7,8,0.875,0,0,0,1795.2430000305176,18,201,93
DSP.sol,,268,DynaMOSA,false,0.6341463414634146,2,18,0.1111111111111111,95,154,0.6168831168831169,50,64,0.78125,48,60,0.8,1675.2149999141693,12,141,93
POWToken.sol,,701,DynaMOSA,false,0.4157303370786517,6,26,0.23076923076923078,49,209,0.23444976076555024,28,63,0.4444444444444444,20,86,0.23255813953488372,1694.4900000095367,14,157,93
MetaCoin2.sol,,217,DynaMOSA,false,0.8333333333333334,1,2,0.5,8,8,1,4,4,1,0,0,0,1692.3600001335144,14,163,93
MisesLegacyPool.sol,,439,DynaMOSA,false,0.6666666666666666,3,10,0.3,20,44,0.45454545454545453,10,11,0.9090909090909091,6,6,1,1692.2590000629425,19,212,93
afiController.sol,,836,DynaMOSA,false,0.5,0,10,0,43,102,0.4215686274509804,22,34,0.6470588235294118,33,56,0.5892857142857143,1733.2750000953674,39,435,93
PlasmaswapPair.sol,,829,DynaMOSA,true,0.18333333333333332,0,23,0,20,99,0.20202020202020202,8,14,0.5714285714285714,5,22,0.22727272727272727,1693.085000038147,17,193,216
QuickToken.sol,,116,DynaMOSA,true,0.6461538461538462,4,8,0.5,54,76,0.7105263157894737,16,23,0.6956521739130435,24,34,0.7058823529411765,1746.00200009346,20,230,216
WheatFarm.sol,,623,DynaMOSA,true,0.1650485436893204,5,26,0.19230769230769232,28,105,0.26666666666666666,7,37,0.1891891891891892,9,40,0.225,1718.8440001010895,28,315,216
Liquidity_v8.sol,,372,DynaMOSA,true,0.30303030303030304,2,18,0.1111111111111111,34,126,0.2698412698412698,18,33,0.5454545454545454,14,48,0.2916666666666667,1655.5910000801086,13,151,216
LpStaking.sol,,787,DynaMOSA,true,0.32456140350877194,2,24,0.08333333333333333,39,139,0.2805755395683453,22,48,0.4583333333333333,12,42,0.2857142857142857,1700.229999780655,15,173,216
UNIWHALE_ERC20.sol,,140,DynaMOSA,true,0.4090909090909091,0,6,0,17,41,0.4146341463414634,7,8,0.875,2,8,0.25,1707.3099999427795,22,246,216
Final.sol,,793,DynaMOSA,true,0.1650485436893204,5,26,0.19230769230769232,28,105,0.26666666666666666,7,37,0.1891891891891892,9,40,0.225,1653.4700000286102,13,151,216
BirdOracle.sol,,800,DynaMOSA,true,0.6585365853658537,15,28,0.5357142857142857,44,66,0.6666666666666666,9,9,1,0,2,0,1792.233999967575,25,282,216
MIMOToken.sol,,540,DynaMOSA,true,0.8333333333333334,1,2,0.5,25,43,0.5813953488372093,10,10,1,10,12,0.8333333333333334,1693.8339998722076,15,175,216
REXUNIFINANCE.sol,,677,DynaMOSA,true,0.7692307692307693,1,2,0.5,42,58,0.7241379310344828,10,11,0.9090909090909091,40,52,0.7692307692307693,1715.6460001468658,18,208,216
Token50X100.sol,,603,DynaMOSA,false,0.34210526315789475,3,36,0.08333333333333333,49,146,0.3356164383561644,23,40,0.575,13,50,0.26,1693.1500000953674,18,200,149
Revive.sol,,987,DynaMOSA,false,0.7333333333333333,9,22,0.4090909090909091,74,109,0.6788990825688074,33,38,0.868421052631579,26,36,0.7222222222222222,1679.7539999485016,16,180,149
TokenDispatch.sol,,363,DynaMOSA,false,0.21875,0,22,0,20,100,0.2,7,10,0.7,7,34,0.20588235294117646,1741.516000032425,51,565,149
Reentrance.sol,,40,DynaMOSA,false,0.375,1,4,0.25,6,24,0.25,4,12,0.3333333333333333,2,10,0.2,1717.789999961853,20,224,149
CourtFarming_RoomLPStake.sol,,198,DynaMOSA,false,0.6346153846153846,13,32,0.40625,74,108,0.6851851851851852,20,20,1,4,4,1,1665.4079999923706,14,158,149
MarsStakingRewards.sol,,993,DynaMOSA,false,0.5409836065573771,2,12,0.16666666666666666,49,115,0.4260869565217391,31,49,0.6326530612244898,17,42,0.40476190476190477,1674.3229999542236,15,168,149
Baz.sol,,391,DynaMOSA,false,0.9,7,8,0.875,14,16,0.875,2,2,1,0,0,0,1709.9670000076294,17,190,149
TPA.sol,,697,DynaMOSA,false,0.7108433734939759,4,18,0.2222222222222222,104,150,0.6933333333333334,55,65,0.8461538461538461,45,56,0.8035714285714286,1715.2699999809265,13,145,149
ThriftToken.sol,,269,DynaMOSA,false,0.8461538461538461,1,2,0.5,36,58,0.6206896551724138,10,11,0.9090909090909091,33,52,0.6346153846153846,1711.6329998970032,18,204,149
ANRXToken.sol,,64,DynaMOSA,false,0.782608695652174,6,12,0.5,30,44,0.6818181818181818,11,11,1,10,16,0.625,1784.008999824524,15,170,149
Liquidity_v8.sol,,846,DynaMOSA,true,0.30303030303030304,2,18,0.1111111111111111,34,126,0.2698412698412698,18,33,0.5454545454545454,14,48,0.2916666666666667,1670.473000049591,14,154,56
QuickToken.sol,,911,DynaMOSA,true,0.6461538461538462,3,8,0.375,53,76,0.6973684210526315,16,23,0.6956521739130435,24,34,0.7058823529411765,1749.6610000133514,19,210,56
Final.sol,,678,DynaMOSA,true,0.1650485436893204,5,26,0.19230769230769232,28,105,0.26666666666666666,7,37,0.1891891891891892,9,40,0.225,1664.635999917984,14,155,56
MIMOToken.sol,,974,DynaMOSA,true,0.8333333333333334,1,2,0.5,25,43,0.5813953488372093,10,10,1,10,12,0.8333333333333334,1697.4450001716614,15,170,56
PlasmaswapPair.sol,,563,DynaMOSA,true,0.18333333333333332,0,23,0,20,99,0.20202020202020202,8,14,0.5714285714285714,5,22,0.22727272727272727,1689.8879997730255,17,195,56
WheatFarm.sol,,922,DynaMOSA,true,0.18446601941747573,7,26,0.2692307692307692,28,105,0.26666666666666666,7,37,0.1891891891891892,9,40,0.225,1718.0929999351501,28,310,56
UNIWHALE_ERC20.sol,,661,DynaMOSA,true,0.4090909090909091,0,6,0,17,41,0.4146341463414634,7,8,0.875,2,8,0.25,1701.023999929428,22,248,56
BirdOracle.sol,,31,DynaMOSA,true,0.6585365853658537,15,28,0.5357142857142857,44,66,0.6666666666666666,9,9,1,0,2,0,1801.7430000305176,24,271,56
REXUNIFINANCE.sol,,980,DynaMOSA,true,0.7692307692307693,1,2,0.5,42,58,0.7241379310344828,10,11,0.9090909090909091,40,52,0.7692307692307693,1726.3129999637604,18,202,56
LpStaking.sol,,615,DynaMOSA,true,0.32456140350877194,2,24,0.08333333333333333,39,139,0.2805755395683453,22,48,0.4583333333333333,12,42,0.2857142857142857,1688.75200009346,15,173,56
Rexona.sol,,930,DynaMOSA,false,0.4666666666666667,7,22,0.3181818181818182,28,39,0.717948717948718,7,8,0.875,9,12,0.75,1705.5030000209808,18,201,21
XenoFelix.sol,,467,DynaMOSA,false,0.5432098765432098,3,18,0.16666666666666666,80,151,0.5298013245033113,41,63,0.6507936507936508,33,60,0.55,1709.2279999256134,16,182,21
OnXFinance.sol,,97,DynaMOSA,false,0.20634920634920634,6,26,0.23076923076923078,28,105,0.26666666666666666,7,37,0.1891891891891892,9,40,0.225,1712.0679998397827,14,155,21
GreenMarkTrust.sol,,702,DynaMOSA,false,1,1,2,0.5,27,37,0.7297297297297297,8,8,1,10,14,0.7142857142857143,0,0,10,21
TetherToken.sol,,627,DynaMOSA,false,0.782608695652174,6,12,0.5,41,51,0.803921568627451,11,11,1,27,30,0.9,1745.590000152588,15,170,21
FairStockEquity.sol,,664,DynaMOSA,false,0.7647058823529411,1,6,0.16666666666666666,56,120,0.4666666666666667,25,28,0.8928571428571429,26,48,0.5416666666666666,1762.0280001163483,12,139,21
GardenContractV2.sol,,761,DynaMOSA,false,0.32978723404255317,8,62,0.12903225806451613,49,197,0.24873096446700507,23,32,0.71875,0,22,0,1673.1920001506805,13,144,21
Fomp.sol,,714,DynaMOSA,false,0.6976744186046512,8,24,0.3333333333333333,64,92,0.6956521739130435,19,19,1,15,20,0.75,1708.7860000133514,19,215,21
KPLAY.sol,,535,DynaMOSA,false,0.7413793103448276,2,12,0.16666666666666666,89,124,0.717741935483871,41,46,0.8913043478260869,40,50,0.8,1724.4340000152588,15,171,21
INS.sol,,90,DynaMOSA,false,1,1,2,0.5,28,37,0.7567567567567568,8,8,1,12,14,0.8571428571428571,0,0,10,143
CryptoSecureBankToken.sol,,127,DynaMOSA,false,0.8135593220338984,14,26,0.5384615384615384,81,104,0.7788461538461539,31,33,0.9393939393939394,20,26,0.7692307692307693,1693.8380000591278,13,143,143
Controller.sol,,381,DynaMOSA,false,0.7037037037037037,0,8,0,38,70,0.5428571428571428,19,19,1,32,34,0.9411764705882353,1663.1480000019073,17,187,143
GUMARewards.sol,,311,DynaMOSA,false,0.625,4,12,0.3333333333333333,51,91,0.5604395604395604,30,44,0.6818181818181818,14,30,0.4666666666666667,1724.7910001277924,18,200,143
BTCParamV2.sol,,903,DynaMOSA,false,0.17857142857142858,0,12,0,16,56,0.2857142857142857,5,16,0.3125,6,14,0.42857142857142855,1709.4909999370575,24,264,143
Voting.sol,,438,DynaMOSA,false,0.1702127659574468,0,30,0,29,250,0.116,24,111,0.21621621621621623,11,94,0.11702127659574468,1664.6510000228882,11,124,143
CryptoGhost.sol,,479,DynaMOSA,false,0.9,35,40,0.875,62,77,0.8051948051948052,10,10,1,5,12,0.4166666666666667,1243.3199999332428,2,28,143
YieldFarmLP2.sol,,597,DynaMOSA,false,0.38235294117647056,1,20,0.05,19,54,0.35185185185185186,12,14,0.8571428571428571,0,8,0,1709.8730001449585,17,187,143
BAE.sol,,632,DynaMOSA,false,0.35714285714285715,0,6,0,9,50,0.18,5,8,0.625,12,36,0.3333333333333333,1711.9599997997284,11,124,143
Dipex.sol,,214,DynaMOSA,false,0.4,5,22,0.22727272727272727,28,39,0.717948717948718,7,8,0.875,9,12,0.75,1721.6349999904633,19,214,143
WolfStakingRewards.sol,,72,DynaMOSA,true,0.45652173913043476,5,14,0.35714285714285715,46,98,0.46938775510204084,24,38,0.631578947368421,18,40,0.45,1669.0260000228882,15,165,134
JGNRewards.sol,,157,DynaMOSA,true,0.75,3,8,0.375,23,40,0.575,13,14,0.9285714285714286,6,6,1,1698.6579999923706,16,182,134
RIT.sol,,222,DynaMOSA,true,0.6226415094339622,0,2,0,36,66,0.5454545454545454,20,29,0.6896551724137931,13,22,0.5909090909090909,1705.0869998931885,19,213,134
DMONDETHRewards.sol,,410,DynaMOSA,true,0.631578947368421,7,14,0.5,67,105,0.638095238095238,37,47,0.7872340425531915,19,34,0.5588235294117647,1681.837000131607,16,181,134
MetaCoin2.sol,,287,DynaMOSA,true,0.8333333333333334,1,2,0.5,8,8,1,4,4,1,0,0,0,1683.707999944687,14,155,134
afiController.sol,,200,DynaMOSA,true,0.4,0,10,0,43,102,0.4215686274509804,22,34,0.6470588235294118,33,56,0.5892857142857143,1731.8199999332428,38,425,134
POWToken.sol,,889,DynaMOSA,true,0.34285714285714286,6,26,0.23076923076923078,51,209,0.24401913875598086,29,63,0.4603174603174603,23,86,0.26744186046511625,1707.1549999713898,15,166,134
Core_Fi_V3.sol,,449,DynaMOSA,true,0.8333333333333334,2,4,0.5,15,22,0.6818181818181818,7,8,0.875,0,0,0,1805.508999824524,17,196,134
DSP.sol,,134,DynaMOSA,true,0.6830985915492958,4,18,0.2222222222222222,96,154,0.6233766233766234,51,64,0.796875,43,60,0.7166666666666667,1666.481999874115,12,139,134
MisesLegacyPool.sol,,420,DynaMOSA,true,0.7407407407407407,3,10,0.3,20,44,0.45454545454545453,10,11,0.9090909090909091,6,6,1,1694.6579999923706,17,196,134
GAZ_ERC20.sol,,831,DynaMOSA,false,0.6923076923076923,2,2,1,15,26,0.5769230769230769,7,11,0.6363636363636364,7,22,0.3181818181818182,1678.260999917984,16,183,237
CourtFarming_HTStake.sol,,413,DynaMOSA,false,0.6153846153846154,12,32,0.375,73,109,0.6697247706422018,20,20,1,4,4,1,1666.8449997901917,16,177,237
Rootkit_finance.sol,,728,DynaMOSA,false,0.9166666666666666,3,4,0.75,16,22,0.7272727272727273,7,8,0.875,0,0,0,1753.8440001010895,19,218,237
Straight_Fire_Finance.sol,,17,DynaMOSA,false,0.8333333333333334,2,4,0.5,15,22,0.6818181818181818,7,8,0.875,0,0,0,1705.2860000133514,17,187,237
MoshiachCoinStaking.sol,,471,DynaMOSA,false,0.4,4,20,0.2,24,88,0.2727272727272727,16,30,0.5333333333333333,7,22,0.3181818181818182,1705.8540000915527,21,232,237
TimeMiner.sol,,607,DynaMOSA,false,0.92,4,6,0.6666666666666666,79,90,0.8777777777777778,19,19,1,16,18,0.8888888888888888,1664.7929999828339,16,181,237
BancorV2_ZapIn_General_V1_1.sol,,37,DynaMOSA,false,0.3508771929824561,1,18,0.05555555555555555,30,118,0.2542372881355932,19,39,0.48717948717948717,8,42,0.19047619047619047,1741.5309998989105,14,159,237
MetaCoin.sol,,157,DynaMOSA,false,0.7,5,8,0.625,6,9,0.6666666666666666,2,2,1,0,0,0,1687.853000164032,13,152,237
UFragments.sol,,530,DynaMOSA,false,0.3968253968253968,5,28,0.17857142857142858,42,136,0.3088235294117647,20,35,0.5714285714285714,5,34,0.14705882352941177,1738.739000082016,37,408,237
FreakCoin.sol,,715,DynaMOSA,false,0.9565217391304348,6,10,0.6,57,74,0.7702702702702703,13,13,1,9,10,0.9,1670.611999988556,13,150,237
Cryptoz.sol,,432,DynaMOSA,true,0.2698412698412698,2,18,0.1111111111111111,37,155,0.23870967741935484,17,34,0.5,18,74,0.24324324324324326,1576.5609998703003,7,87,240
NAL.sol,,379,DynaMOSA,true,0.7410071942446043,5,18,0.2777777777777778,101,150,0.6733333333333333,55,65,0.8461538461538461,44,56,0.7857142857142857,1703.4290001392365,13,143,240
MARVELCOIN.sol,,72,DynaMOSA,true,0.7916666666666666,1,2,0.5,28,37,0.7567567567567568,8,8,1,12,14,0.8571428571428571,1705.968999862671,21,238,240
AavePoolReward.sol,,503,DynaMOSA,true,0.7142857142857143,5,10,0.5,27,44,0.6136363636363636,11,12,0.9166666666666666,6,6,1,1776.0950000286102,17,195,240
LUP.sol,,324,DynaMOSA,true,0.575,2,12,0.16666666666666666,28,49,0.5714285714285714,15,18,0.8333333333333334,6,10,0.6,1684.7929999828339,13,152,240
Weedburn.sol,,434,DynaMOSA,true,0.6447368421052632,2,10,0.2,60,88,0.6818181818181818,24,26,0.9230769230769231,28,40,0.7,1727.082999944687,22,242,240
PACT.sol,,962,DynaMOSA,true,0.46153846153846156,0,0,0,23,72,0.3194444444444444,17,20,0.85,7,32,0.21875,1713.5780000686646,17,193,240
GFC.sol,,243,DynaMOSA,true,0.7916666666666666,1,2,0.5,28,37,0.7567567567567568,8,8,1,12,14,0.8571428571428571,1689.569000005722,15,173,240
BACMARSLPTOKENPool.sol,,136,DynaMOSA,true,0.5384615384615384,4,12,0.3333333333333333,49,94,0.5212765957446809,24,36,0.6666666666666666,16,30,0.5333333333333333,1694.5640001296997,17,192,240
Liquidity_v8.sol,,775,DynaMOSA,false,0.4117647058823529,2,18,0.1111111111111111,34,126,0.2698412698412698,18,33,0.5454545454545454,14,48,0.2916666666666667,1635.6960000991821,13,149,195
WheatFarm.sol,,262,DynaMOSA,false,0.2222222222222222,7,26,0.2692307692307692,28,105,0.26666666666666666,7,37,0.1891891891891892,9,40,0.225,1723.398999929428,28,314,195
UNIWHALE_ERC20.sol,,697,DynaMOSA,false,0.5,0,6,0,17,41,0.4146341463414634,7,8,0.875,2,8,0.25,1697.9960000514984,23,261,195
REXUNIFINANCE.sol,,489,DynaMOSA,false,0.8461538461538461,1,2,0.5,42,58,0.7241379310344828,10,11,0.9090909090909091,40,52,0.7692307692307693,1717.398999929428,19,217,195
LpStaking.sol,,427,DynaMOSA,false,0.3055555555555556,2,24,0.08333333333333333,37,139,0.26618705035971224,20,48,0.4166666666666667,12,42,0.2857142857142857,1686.4350001811981,15,170,195
PlasmaswapPair.sol,,278,DynaMOSA,false,0.21052631578947367,0,23,0,20,99,0.20202020202020202,8,14,0.5714285714285714,5,22,0.22727272727272727,1697.5710000991821,18,205,195
QuickToken.sol,,584,DynaMOSA,false,0.6451612903225806,3,8,0.375,53,76,0.6973684210526315,16,23,0.6956521739130435,24,34,0.7058823529411765,1743.292000055313,21,235,195
Final.sol,,487,DynaMOSA,false,0.19047619047619047,5,26,0.19230769230769232,28,105,0.26666666666666666,7,37,0.1891891891891892,9,40,0.225,1648.2139999866486,13,151,195
BirdOracle.sol,,466,DynaMOSA,false,0.6923076923076923,15,28,0.5357142857142857,44,66,0.6666666666666666,9,9,1,0,2,0,1799.1440000534058,25,279,195
MIMOToken.sol,,808,DynaMOSA,false,0.9166666666666666,1,2,0.5,25,43,0.5813953488372093,10,10,1,10,12,0.8333333333333334,1690.430999994278,16,176,195
GFC.sol,,752,DynaMOSA,true,0.7916666666666666,1,2,0.5,28,37,0.7567567567567568,8,8,1,12,14,0.8571428571428571,1690.2750000953674,16,178,80
Cryptoz.sol,,341,DynaMOSA,true,0.31746031746031744,2,18,0.1111111111111111,43,155,0.27741935483870966,19,34,0.5588235294117647,26,74,0.35135135135135137,1580.8420000076294,8,89,80
LUP.sol,,709,DynaMOSA,true,0.575,2,12,0.16666666666666666,28,49,0.5714285714285714,15,18,0.8333333333333334,6,10,0.6,1686.4479999542236,13,146,80
MARVELCOIN.sol,,50,DynaMOSA,true,0.7916666666666666,1,2,0.5,28,37,0.7567567567567568,8,8,1,12,14,0.8571428571428571,1706.5859999656677,21,237,80
Weedburn.sol,,881,DynaMOSA,true,0.6578947368421053,2,10,0.2,61,88,0.6931818181818182,24,26,0.9230769230769231,30,40,0.75,1739.8740000724792,23,253,80
PACT.sol,,568,DynaMOSA,true,0.46153846153846156,0,0,0,23,72,0.3194444444444444,17,20,0.85,7,32,0.21875,1707.566999912262,16,186,80
AavePoolReward.sol,,986,DynaMOSA,true,0.7142857142857143,5,10,0.5,27,44,0.6136363636363636,11,12,0.9166666666666666,6,6,1,1770.8420000076294,16,184,80
NAL.sol,,127,DynaMOSA,true,0.6618705035971223,4,18,0.2222222222222222,87,150,0.58,50,65,0.7692307692307693,40,56,0.7142857142857143,1715.0099999904633,13,144,80
BACMARSLPTOKENPool.sol,,443,DynaMOSA,true,0.5769230769230769,6,12,0.5,52,94,0.5531914893617021,25,36,0.6944444444444444,17,30,0.5666666666666667,1683.6360001564026,15,174,80
PACT.sol,,673,DynaMOSA,false,0.85,0,0,0,23,72,0.3194444444444444,17,20,0.85,7,32,0.21875,1690.3120000362396,18,206,19
NAL.sol,,228,DynaMOSA,false,0.7228915662650602,5,18,0.2777777777777778,102,150,0.68,55,65,0.8461538461538461,44,56,0.7857142857142857,1726.5090000629425,12,136,19
MARVELCOIN.sol,,978,DynaMOSA,false,1,1,2,0.5,27,37,0.7297297297297297,8,8,1,10,14,0.7142857142857143,0,0,10,19
LUP.sol,,354,DynaMOSA,false,0.5666666666666667,2,12,0.16666666666666666,28,49,0.5714285714285714,15,18,0.8333333333333334,6,10,0.6,1706.766000032425,12,134,19
AavePoolReward.sol,,496,DynaMOSA,false,0.7272727272727273,5,10,0.5,27,44,0.6136363636363636,11,12,0.9166666666666666,6,6,1,1781.608999967575,17,191,19
Weedburn.sol,,400,DynaMOSA,false,0.7777777777777778,2,10,0.2,61,88,0.6931818181818182,24,26,0.9230769230769231,30,40,0.75,1711.5910000801086,16,176,19
BACMARSLPTOKENPool.sol,,459,DynaMOSA,false,0.6041666666666666,4,12,0.3333333333333333,49,94,0.5212765957446809,24,36,0.6666666666666666,16,30,0.5333333333333333,1688.1419999599457,16,181,19
GFC.sol,,108,DynaMOSA,false,1,1,2,0.5,27,37,0.7297297297297297,8,8,1,10,14,0.7142857142857143,0,0,10,19
Cryptoz.sol,,873,DynaMOSA,false,0.4423076923076923,2,18,0.1111111111111111,41,155,0.2645161290322581,21,34,0.6176470588235294,18,74,0.24324324324324326,1573.5390000343323,8,88,19
RainbowRAK.sol,,132,DynaMOSA,true,0.5625,6,14,0.42857142857142855,60,115,0.5217391304347826,30,42,0.7142857142857143,18,40,0.45,1732.9790000915527,17,194,106
DJCoin.sol,,752,DynaMOSA,true,0.711864406779661,3,6,0.5,69,91,0.7582417582417582,22,25,0.88,18,28,0.6428571428571429,1677.167000055313,15,165,106
BlueICE.sol,,291,DynaMOSA,true,0.6,7,14,0.5,67,117,0.5726495726495726,31,43,0.7209302325581395,20,38,0.5263157894736842,1765.957999944687,17,192,106
SALESCONTRACT.sol,,909,DynaMOSA,true,0.25,0,8,0,14,57,0.24561403508771928,8,8,1,2,24,0.08333333333333333,1719.7149999141693,19,213,106
StakingDextoken.sol,,874,DynaMOSA,true,0.6781609195402298,4,10,0.4,54,93,0.5806451612903226,25,27,0.9259259259259259,37,50,0.74,1699.7610001564026,16,186,106
SLTDStaking.sol,,708,DynaMOSA,true,0.5161290322580645,4,12,0.3333333333333333,47,100,0.47,29,47,0.6170212765957447,16,34,0.47058823529411764,1718.7650001049042,17,196,106
DmmControllerV2.sol,,873,DynaMOSA,true,0.23788546255506607,0,14,0,77,258,0.29844961240310075,38,111,0.34234234234234234,17,102,0.16666666666666666,1533.9990000724792,6,66,106
LIBERAPAY.sol,,182,DynaMOSA,true,0.6153846153846154,5,28,0.17857142857142858,87,141,0.6170212765957447,34,39,0.8717948717948718,39,50,0.78,1684.6999998092651,14,157,106
vnxManager.sol,,522,DynaMOSA,true,0.6458333333333334,0,2,0,30,43,0.6976744186046512,19,20,0.95,14,26,0.5384615384615384,1736.3339998722076,27,307,106
HTDD_contract.sol,,317,DynaMOSA,false,1,0,0,0,19,26,0.7307692307692307,5,5,1,11,16,0.6875,0,0,10,171
SSTRewards.sol,,125,DynaMOSA,false,0.7727272727272727,3,8,0.375,23,40,0.575,13,14,0.9285714285714286,6,6,1,1724.1779999732971,19,219,171
FrogDAO.sol,,203,DynaMOSA,false,1,0,0,0,21,25,0.84,10,10,1,4,4,1,0,0,10,171
Cover_ZapIn_General_V1.sol,,254,DynaMOSA,false,0.41379310344827586,2,16,0.125,39,129,0.3023255813953488,22,42,0.5238095238095238,13,44,0.29545454545454547,1679.569000005722,13,151,171
