SUBJECT,CONFIGURATION,SEED,ALGORITHM,PROBE_ENABLED,COVERAGE,COVERED_BRANCHES,TOTAL_BRANCHES,BRANCH_COVERAGE,COVERED_LINES,TOTAL_LINES,LINE_COVERAGE,COVERED_FUNCTIONS,TOTAL_FUNCTIONS,FUNCTION_COVERAGE,COVERED_PROBES,TOTAL_PROBES,PROBE_COVERAGE,SEARCH_TIME,ITERATIONS,ID
GardenContractV2.sol,,579,DynaMOSA,true,0.20689655172413793,5,62,0.08064516129032258,40,197,0.20304568527918782,19,32,0.59375,0,22,0,1694.7839999198914,12,142,122
Rexona.sol,,267,DynaMOSA,true,0.42857142857142855,6,22,0.2727272727272727,28,39,0.717948717948718,7,8,0.875,9,12,0.75,1756.6600000858307,16,180,122
MIMOToken.sol,,511,DynaMOSA,false,0.9166666666666666,1,2,0.5,25,43,0.5813953488372093,10,10,1,10,12,0.8333333333333334,1691.1389999389648,15,166,155
Liquidity_v8.sol,,399,DynaMOSA,false,0.4117647058823529,2,18,0.1111111111111111,34,126,0.2698412698412698,18,33,0.5454545454545454,14,48,0.2916666666666667,1708.8380000591278,14,155,155
REXUNIFINANCE.sol,,662,DynaMOSA,false,0.8461538461538461,1,2,0.5,39,58,0.6724137931034483,10,11,0.9090909090909091,34,52,0.6538461538461539,1723.4020001888275,18,199,155
BirdOracle.sol,,364,DynaMOSA,false,0.6923076923076923,15,28,0.5357142857142857,44,66,0.6666666666666666,9,9,1,0,2,0,1746.4409999847412,22,242,155
LpStaking.sol,,520,DynaMOSA,false,0.3194444444444444,2,24,0.08333333333333333,37,139,0.26618705035971224,21,48,0.4375,12,42,0.2857142857142857,1695.3170001506805,16,180,155
Final.sol,,577,DynaMOSA,false,0.19047619047619047,5,26,0.19230769230769232,28,105,0.26666666666666666,7,37,0.1891891891891892,9,40,0.225,1686.8629999160767,14,160,155
WheatFarm.sol,,520,DynaMOSA,false,0.20634920634920634,6,26,0.23076923076923078,28,105,0.26666666666666666,7,37,0.1891891891891892,9,40,0.225,1724.760999917984,28,317,155
UNIWHALE_ERC20.sol,,293,DynaMOSA,false,0.5,0,6,0,17,41,0.4146341463414634,7,8,0.875,2,8,0.25,1716.0429999828339,25,283,155
PlasmaswapPair.sol,,13,DynaMOSA,false,0.21052631578947367,0,23,0,20,99,0.20202020202020202,8,14,0.5714285714285714,5,22,0.22727272727272727,1701.957999944687,20,224,155
QuickToken.sol,,627,DynaMOSA,false,0.6451612903225806,3,8,0.375,53,76,0.6973684210526315,16,23,0.6956521739130435,24,34,0.7058823529411765,1751.3399999141693,21,232,155
MoshiachCoinStaking.sol,,780,DynaMOSA,false,0.4,4,20,0.2,24,88,0.2727272727272727,16,30,0.5333333333333333,7,22,0.3181818181818182,1709.4459998607635,21,240,37
GAZ_ERC20.sol,,786,DynaMOSA,false,0.6923076923076923,2,2,1,15,26,0.5769230769230769,7,11,0.6363636363636364,7,22,0.3181818181818182,1707.441999912262,16,179,37
UFragments.sol,,251,DynaMOSA,false,0.3968253968253968,5,28,0.17857142857142858,42,136,0.3088235294117647,20,35,0.5714285714285714,5,34,0.14705882352941177,1743.9700000286102,40,447,37
Straight_Fire_Finance.sol,,506,DynaMOSA,false,0.8333333333333334,2,4,0.5,15,22,0.6818181818181818,7,8,0.875,0,0,0,1719.0039999485016,16,180,37
TimeMiner.sol,,520,DynaMOSA,false,0.92,4,6,0.6666666666666666,79,90,0.8777777777777778,19,19,1,16,18,0.8888888888888888,1677.4930000305176,18,200,37
Rootkit_finance.sol,,166,DynaMOSA,false,0.8333333333333334,2,4,0.5,15,22,0.6818181818181818,7,8,0.875,0,0,0,1752.4729998111725,18,200,37
MetaCoin.sol,,29,DynaMOSA,false,0.7,5,8,0.625,6,9,0.6666666666666666,2,2,1,0,0,0,1701.4619998931885,13,146,37
CourtFarming_HTStake.sol,,552,DynaMOSA,false,0.6153846153846154,12,32,0.375,73,109,0.6697247706422018,20,20,1,4,4,1,1700.9989998340607,15,171,37
FreakCoin.sol,,719,DynaMOSA,false,0.9565217391304348,6,10,0.6,57,74,0.7702702702702703,13,13,1,9,10,0.9,1753.6189999580383,14,156,37
BancorV2_ZapIn_General_V1_1.sol,,310,DynaMOSA,false,0.3508771929824561,1,18,0.05555555555555555,30,118,0.2542372881355932,19,39,0.48717948717948717,8,42,0.19047619047619047,1707.2690000534058,14,154,37
PACT.sol,,261,DynaMOSA,true,0.46153846153846156,0,0,0,23,72,0.3194444444444444,17,20,0.85,7,32,0.21875,1708.941999912262,17,189,40
GFC.sol,,225,DynaMOSA,true,0.9166666666666666,1,2,0.5,36,37,0.972972972972973,8,8,1,14,14,1,1710.8380000591278,15,167,40
LUP.sol,,224,DynaMOSA,true,0.575,2,12,0.16666666666666666,28,49,0.5714285714285714,15,18,0.8333333333333334,6,10,0.6,1715.8689999580383,13,153,40
Weedburn.sol,,379,DynaMOSA,true,0.6447368421052632,2,10,0.2,60,88,0.6818181818181818,24,26,0.9230769230769231,28,40,0.7,1740.5090000629425,24,269,40
MARVELCOIN.sol,,529,DynaMOSA,true,0.9166666666666666,1,2,0.5,36,37,0.972972972972973,8,8,1,14,14,1,1718.3529999256134,21,238,40
Cryptoz.sol,,328,DynaMOSA,true,0.30952380952380953,2,18,0.1111111111111111,43,155,0.27741935483870966,19,34,0.5588235294117647,25,74,0.33783783783783783,1639.4710001945496,8,90,40
AavePoolReward.sol,,674,DynaMOSA,true,0.7142857142857143,5,10,0.5,27,44,0.6136363636363636,11,12,0.9166666666666666,6,6,1,1726.2289998531342,14,164,40
BACMARSLPTOKENPool.sol,,515,DynaMOSA,true,0.5769230769230769,6,12,0.5,52,94,0.5531914893617021,25,36,0.6944444444444444,17,30,0.5666666666666667,1711.683000087738,17,192,40
NAL.sol,,652,DynaMOSA,true,0.6906474820143885,3,18,0.16666666666666666,95,150,0.6333333333333333,52,65,0.8,42,56,0.75,1690.0789999961853,12,141,40
YRX3.sol,,124,DynaMOSA,true,0.6,7,18,0.3888888888888889,65,108,0.6018518518518519,35,48,0.7291666666666666,18,34,0.5294117647058824,1701.3949999809265,15,175,128
PRDZstakingV2.sol,,25,DynaMOSA,true,0.43373493975903615,5,26,0.19230769230769232,53,136,0.3897058823529412,26,39,0.6666666666666666,7,18,0.3888888888888889,1736.7179999351501,14,164,128
WOLF.sol,,57,DynaMOSA,true,0.4523809523809524,7,22,0.3181818181818182,28,39,0.717948717948718,7,8,0.875,9,12,0.75,1735.3700001239777,20,229,128
ZAD.sol,,192,DynaMOSA,true,0.6226415094339622,0,2,0,36,66,0.5454545454545454,20,29,0.6896551724137931,13,22,0.5909090909090909,1736.829999923706,27,306,128
EqFinanceStaking.sol,,244,DynaMOSA,true,0.3472222222222222,4,20,0.2,24,88,0.2727272727272727,16,30,0.5333333333333333,7,22,0.3181818181818182,1732.7200000286102,18,207,128
FrogDAOGovernanceRewards.sol,,631,DynaMOSA,true,0.5714285714285714,5,10,0.5,27,56,0.48214285714285715,13,16,0.8125,5,16,0.3125,1711.3889999389648,17,196,128
Vat.sol,,497,DynaMOSA,true,0.6161616161616161,4,8,0.5,70,98,0.7142857142857143,29,29,1,38,62,0.6129032258064516,1731.0099999904633,19,218,128
SLTDETHlpReward.sol,,993,DynaMOSA,true,0.631578947368421,7,14,0.5,67,105,0.638095238095238,37,47,0.7872340425531915,19,34,0.5588235294117647,1711.7640001773834,15,174,128
Wallet.sol,,701,DynaMOSA,true,0.8333333333333334,0,0,0,5,6,0.8333333333333334,2,2,1,3,4,0.75,1745.1080000400543,28,310,128
GreenMarkTrust.sol,,743,DynaMOSA,false,1,1,2,0.5,27,37,0.7297297297297297,8,8,1,10,14,0.7142857142857143,176.31699991226196,2,32,221
FairStockEquity.sol,,398,DynaMOSA,false,0.7058823529411765,1,6,0.16666666666666666,53,120,0.44166666666666665,23,28,0.8214285714285714,21,48,0.4375,1686.9300000667572,11,125,221
Rexona.sol,,446,DynaMOSA,false,0.43333333333333335,6,22,0.2727272727272727,28,39,0.717948717948718,7,8,0.875,9,12,0.75,1706.4840002059937,18,208,221
XenoFelix.sol,,749,DynaMOSA,false,0.7160493827160493,4,18,0.2222222222222222,103,151,0.6821192052980133,54,63,0.8571428571428571,46,60,0.7666666666666667,1722.3449997901917,15,166,221
KPLAY.sol,,20,DynaMOSA,false,0.7068965517241379,2,12,0.16666666666666666,83,124,0.6693548387096774,39,46,0.8478260869565217,37,50,0.74,1718.8789999485016,16,184,221
Fomp.sol,,117,DynaMOSA,false,0.5348837209302325,5,24,0.20833333333333334,52,92,0.5652173913043478,17,19,0.8947368421052632,13,20,0.65,1738.9639999866486,20,230,221
OnXFinance.sol,,704,DynaMOSA,false,0.19047619047619047,5,26,0.19230769230769232,28,105,0.26666666666666666,7,37,0.1891891891891892,9,40,0.225,1707.2669999599457,14,159,221
TetherToken.sol,,874,DynaMOSA,false,0.782608695652174,6,12,0.5,41,51,0.803921568627451,11,11,1,27,30,0.9,1708.223000049591,15,171,221
GardenContractV2.sol,,362,DynaMOSA,false,0.32978723404255317,7,62,0.11290322580645161,50,197,0.25380710659898476,24,32,0.75,0,22,0,1695.7000000476837,13,143,221
DJCoin.sol,,0,DynaMOSA,false,0.8387096774193549,3,6,0.5,69,91,0.7582417582417582,22,25,0.88,18,28,0.6428571428571429,1700.805999994278,15,165,85
SLTDStaking.sol,,683,DynaMOSA,false,0.576271186440678,4,12,0.3333333333333333,47,100,0.47,29,47,0.6170212765957447,16,34,0.47058823529411764,1712.045000076294,18,206,85
DmmControllerV2.sol,,289,DynaMOSA,false,0.192,0,14,0,45,258,0.1744186046511628,24,111,0.21621621621621623,14,102,0.13725490196078433,1541.0199999809265,6,68,85
SALESCONTRACT.sol,,768,DynaMOSA,false,0.5,0,8,0,14,57,0.24561403508771928,8,8,1,2,24,0.08333333333333333,1705.1349999904633,15,175,85
BlueICE.sol,,78,DynaMOSA,false,0.6842105263157895,7,14,0.5,67,117,0.5726495726495726,31,43,0.7209302325581395,20,38,0.5263157894736842,1722.3429999351501,15,172,85
StakingDextoken.sol,,848,DynaMOSA,false,0.7837837837837838,4,10,0.4,53,93,0.5698924731182796,25,27,0.9259259259259259,37,50,0.74,1703.5599999427795,16,176,85
vnxManager.sol,,997,DynaMOSA,false,0.8636363636363636,0,2,0,30,43,0.6976744186046512,19,20,0.95,14,26,0.5384615384615384,1727.473000049591,19,215,85
LIBERAPAY.sol,,975,DynaMOSA,false,0.582089552238806,5,28,0.17857142857142858,83,141,0.5886524822695035,34,39,0.8717948717948718,40,50,0.8,1692.4539999961853,13,153,85
TPA.sol,,468,DynaMOSA,false,0.7108433734939759,5,18,0.2777777777777778,94,150,0.6266666666666667,54,65,0.8307692307692308,42,56,0.75,1693.4900000095367,13,144,109
ThriftToken.sol,,567,DynaMOSA,false,0.8461538461538461,1,2,0.5,42,58,0.7241379310344828,10,11,0.9090909090909091,40,52,0.7692307692307693,1739.824000120163,19,210,109
CourtFarming_RoomLPStake.sol,,671,DynaMOSA,false,0.6153846153846154,12,32,0.375,73,108,0.6759259259259259,20,20,1,4,4,1,1730.0579998493195,14,154,109
Baz.sol,,895,DynaMOSA,false,0.9,7,8,0.875,14,16,0.875,2,2,1,0,0,0,1746.2400000095367,19,217,109
TokenDispatch.sol,,123,DynaMOSA,false,0.21875,0,22,0,20,100,0.2,7,10,0.7,7,34,0.20588235294117646,1763.2599999904633,58,644,109
Reentrance.sol,,829,DynaMOSA,false,0.375,1,4,0.25,6,24,0.25,4,12,0.3333333333333333,2,10,0.2,1726.1389999389648,20,227,109
MarsStakingRewards.sol,,886,DynaMOSA,false,0.5409836065573771,2,12,0.16666666666666666,49,115,0.4260869565217391,31,49,0.6326530612244898,17,42,0.40476190476190477,1697.7480001449585,14,162,109
ANRXToken.sol,,77,DynaMOSA,false,0.782608695652174,6,12,0.5,34,44,0.7727272727272727,11,11,1,13,16,0.8125,1698.1019999980927,13,152,109
Token50X100.sol,,781,DynaMOSA,false,0.35526315789473684,3,36,0.08333333333333333,50,146,0.3424657534246575,24,40,0.6,13,50,0.26,1717.0530002117157,18,207,109
Revive.sol,,450,DynaMOSA,false,0.7333333333333333,9,22,0.4090909090909091,74,109,0.6788990825688074,33,38,0.868421052631579,26,36,0.7222222222222222,1698.2089998722076,17,193,109
Baz.sol,,322,DynaMOSA,true,0.9,7,8,0.875,14,16,0.875,2,2,1,0,0,0,1731.7829999923706,19,209,190
MarsStakingRewards.sol,,461,DynaMOSA,true,0.5436893203883495,4,12,0.3333333333333333,55,115,0.4782608695652174,33,49,0.673469387755102,18,42,0.42857142857142855,1700.5019998550415,15,168,190
ThriftToken.sol,,231,DynaMOSA,true,0.7692307692307693,1,2,0.5,42,58,0.7241379310344828,10,11,0.9090909090909091,40,52,0.7692307692307693,1731.7350001335144,19,216,190
Reentrance.sol,,354,DynaMOSA,true,0.3076923076923077,1,4,0.25,6,24,0.25,4,12,0.3333333333333333,2,10,0.2,1730.4539999961853,19,217,190
ANRXToken.sol,,655,DynaMOSA,true,0.7692307692307693,6,12,0.5,34,44,0.7727272727272727,11,11,1,13,16,0.8125,1703.9000000953674,13,153,190
Revive.sol,,914,DynaMOSA,true,0.6875,9,22,0.4090909090909091,74,109,0.6788990825688074,33,38,0.868421052631579,26,36,0.7222222222222222,1708.6499998569489,18,198,190
TPA.sol,,280,DynaMOSA,true,0.7050359712230215,4,18,0.2222222222222222,95,150,0.6333333333333333,54,65,0.8307692307692308,42,56,0.75,1697.3349997997284,13,145,190
CourtFarming_RoomLPStake.sol,,554,DynaMOSA,true,0.6071428571428571,12,32,0.375,73,108,0.6759259259259259,20,20,1,4,4,1,1730.414999961853,14,155,190
Token50X100.sol,,678,DynaMOSA,true,0.3412698412698413,3,36,0.08333333333333333,58,146,0.3972602739726027,25,40,0.625,16,50,0.32,1711.720999956131,19,213,190
TokenDispatch.sol,,678,DynaMOSA,true,0.21212121212121213,0,22,0,20,100,0.2,7,10,0.7,7,34,0.20588235294117646,1766.6499998569489,58,641,190
Fomp.sol,,182,DynaMOSA,false,0.6976744186046512,9,24,0.375,66,92,0.717391304347826,19,19,1,17,20,0.85,1744.074000120163,17,188,61
TetherToken.sol,,116,DynaMOSA,false,0.782608695652174,6,12,0.5,41,51,0.803921568627451,11,11,1,27,30,0.9,1704.6340000629425,15,171,61
OnXFinance.sol,,16,DynaMOSA,false,0.20634920634920634,6,26,0.23076923076923078,28,105,0.26666666666666666,7,37,0.1891891891891892,9,40,0.225,1707.1180000305176,14,163,61
FairStockEquity.sol,,654,DynaMOSA,false,0.7647058823529411,1,6,0.16666666666666666,56,120,0.4666666666666667,25,28,0.8928571428571429,26,48,0.5416666666666666,1670.1409997940063,11,122,61
GardenContractV2.sol,,17,DynaMOSA,false,0.3404255319148936,8,62,0.12903225806451613,50,197,0.25380710659898476,24,32,0.75,0,22,0,1691.8700001239777,12,141,61
Rexona.sol,,663,DynaMOSA,false,0.4666666666666667,7,22,0.3181818181818182,28,39,0.717948717948718,7,8,0.875,9,12,0.75,1703.3739998340607,17,188,61
KPLAY.sol,,207,DynaMOSA,false,0.7413793103448276,2,12,0.16666666666666666,90,124,0.7258064516129032,41,46,0.8913043478260869,40,50,0.8,1710.3650000095367,15,174,61
GreenMarkTrust.sol,,127,DynaMOSA,false,1,1,2,0.5,28,37,0.7567567567567568,8,8,1,12,14,0.8571428571428571,0,0,10,61
XenoFelix.sol,,556,DynaMOSA,false,0.654320987654321,3,18,0.16666666666666666,93,151,0.6158940397350994,50,63,0.7936507936507936,45,60,0.75,1709.6749999523163,14,160,61
MIMOToken.sol,,605,DynaMOSA,true,0.8333333333333334,1,2,0.5,25,43,0.5813953488372093,10,10,1,10,12,0.8333333333333334,1701.3630001544952,16,183,16
WheatFarm.sol,,957,DynaMOSA,true,0.1650485436893204,5,26,0.19230769230769232,28,105,0.26666666666666666,7,37,0.1891891891891892,9,40,0.225,1723.3129999637604,33,363,16
QuickToken.sol,,120,DynaMOSA,true,0.6461538461538462,4,8,0.5,55,76,0.7236842105263158,16,23,0.6956521739130435,24,34,0.7058823529411765,1748.1780002117157,20,222,16
REXUNIFINANCE.sol,,488,DynaMOSA,true,0.8461538461538461,1,2,0.5,48,58,0.8275862068965517,10,11,0.9090909090909091,45,52,0.8653846153846154,1732.7929999828339,19,218,16
Liquidity_v8.sol,,181,DynaMOSA,true,0.30303030303030304,2,18,0.1111111111111111,34,126,0.2698412698412698,18,33,0.5454545454545454,14,48,0.2916666666666667,1713.1859998703003,14,159,16
LpStaking.sol,,665,DynaMOSA,true,0.32456140350877194,2,24,0.08333333333333333,39,139,0.2805755395683453,22,48,0.4583333333333333,12,42,0.2857142857142857,1700.1559998989105,16,179,16
UNIWHALE_ERC20.sol,,962,DynaMOSA,true,0.4090909090909091,0,6,0,17,41,0.4146341463414634,7,8,0.875,2,8,0.25,1712.5709998607635,24,264,16
Final.sol,,665,DynaMOSA,true,0.1650485436893204,5,26,0.19230769230769232,28,105,0.26666666666666666,7,37,0.1891891891891892,9,40,0.225,1704.6659998893738,14,161,16
PlasmaswapPair.sol,,96,DynaMOSA,true,0.18333333333333332,0,23,0,20,99,0.20202020202020202,8,14,0.5714285714285714,5,22,0.22727272727272727,1713.4079999923706,19,211,16
BirdOracle.sol,,327,DynaMOSA,true,0.6585365853658537,15,28,0.5357142857142857,44,66,0.6666666666666666,9,9,1,0,2,0,1739.2219998836517,20,228,16
Core_Fi_V3.sol,,857,DynaMOSA,true,0.9166666666666666,3,4,0.75,16,22,0.7272727272727273,7,8,0.875,0,0,0,1735.25,16,183,174
DSP.sol,,304,DynaMOSA,true,0.6830985915492958,4,18,0.2222222222222222,94,154,0.6103896103896104,52,64,0.8125,43,60,0.7166666666666667,1709.0449998378754,12,135,174
POWToken.sol,,549,DynaMOSA,true,0.33714285714285713,6,26,0.23076923076923078,48,209,0.22966507177033493,28,63,0.4444444444444444,23,86,0.26744186046511625,1685.465000152588,14,157,174
WolfStakingRewards.sol,,475,DynaMOSA,true,0.43478260869565216,5,14,0.35714285714285715,44,98,0.4489795918367347,22,38,0.5789473684210527,18,40,0.45,1688.561999797821,15,173,174
DMONDETHRewards.sol,,562,DynaMOSA,true,0.631578947368421,7,14,0.5,67,105,0.638095238095238,37,47,0.7872340425531915,19,34,0.5588235294117647,1709.1640000343323,16,181,174
afiController.sol,,213,DynaMOSA,true,0.4,0,10,0,43,102,0.4215686274509804,22,34,0.6470588235294118,33,56,0.5892857142857143,1747.4500000476837,42,462,174
MetaCoin2.sol,,585,DynaMOSA,true,0.8333333333333334,1,2,0.5,8,8,1,4,4,1,0,0,0,1705.9900000095367,14,154,174
JGNRewards.sol,,941,DynaMOSA,true,0.75,3,8,0.375,23,40,0.575,13,14,0.9285714285714286,6,6,1,1724.7519998550415,16,179,174
RIT.sol,,318,DynaMOSA,true,0.6226415094339622,0,2,0,36,66,0.5454545454545454,20,29,0.6896551724137931,13,22,0.5909090909090909,1718.260999917984,18,208,174
MisesLegacyPool.sol,,430,DynaMOSA,true,0.7037037037037037,3,10,0.3,20,44,0.45454545454545453,10,11,0.9090909090909091,6,6,1,1721.212000131607,19,218,174
CryptoSecureBankToken.sol,,694,DynaMOSA,false,0.7966101694915254,12,26,0.46153846153846156,75,104,0.7211538461538461,32,33,0.9696969696969697,21,26,0.8076923076923077,1708.1559998989105,13,147,103
BAE.sol,,698,DynaMOSA,false,0.35714285714285715,0,6,0,9,50,0.18,5,8,0.625,12,36,0.3333333333333333,1670.619000196457,10,117,103
BTCParamV2.sol,,212,DynaMOSA,false,0.17857142857142858,0,12,0,16,56,0.2857142857142857,5,16,0.3125,6,14,0.42857142857142855,1736.5529999732971,23,258,103
YieldFarmLP2.sol,,235,DynaMOSA,false,0.38235294117647056,1,20,0.05,19,54,0.35185185185185186,12,14,0.8571428571428571,0,8,0,1708.9790000915527,16,183,103
Dipex.sol,,991,DynaMOSA,false,0.4,5,22,0.22727272727272727,28,39,0.717948717948718,7,8,0.875,9,12,0.75,1715.6210000514984,21,231,103
Controller.sol,,967,DynaMOSA,false,0.6666666666666666,0,8,0,36,70,0.5142857142857142,18,19,0.9473684210526315,30,34,0.8823529411764706,1731.7759997844696,17,196,103
CryptoGhost.sol,,424,DynaMOSA,false,0.9,35,40,0.875,62,77,0.8051948051948052,10,10,1,5,12,0.4166666666666667,1403.5410001277924,4,48,103
INS.sol,,303,DynaMOSA,false,1,1,2,0.5,27,37,0.7297297297297297,8,8,1,10,14,0.7142857142857143,0,0,10,103
GUMARewards.sol,,900,DynaMOSA,false,0.625,4,12,0.3333333333333333,51,91,0.5604395604395604,30,44,0.6818181818181818,14,30,0.4666666666666667,1724.4240000247955,18,199,103
Voting.sol,,720,DynaMOSA,false,0.15602836879432624,0,30,0,25,250,0.1,22,111,0.1981981981981982,7,94,0.07446808510638298,1663.3710000514984,11,122,103
MARVELCOIN.sol,,193,DynaMOSA,true,0.875,1,2,0.5,31,37,0.8378378378378378,8,8,1,13,14,0.9285714285714286,1719.164999961853,22,247,200
NAL.sol,,108,DynaMOSA,true,0.7553956834532374,5,18,0.2777777777777778,107,150,0.7133333333333334,57,65,0.8769230769230769,45,56,0.8035714285714286,1707.6840000152588,12,142,200
LUP.sol,,270,DynaMOSA,true,0.575,2,12,0.16666666666666666,28,49,0.5714285714285714,15,18,0.8333333333333334,6,10,0.6,1695.4720001220703,13,144,200
BACMARSLPTOKENPool.sol,,466,DynaMOSA,true,0.5769230769230769,6,12,0.5,52,94,0.5531914893617021,25,36,0.6944444444444444,17,30,0.5666666666666667,1726.2239999771118,18,205,200
PACT.sol,,688,DynaMOSA,true,0.46153846153846156,0,0,0,23,72,0.3194444444444444,17,20,0.85,7,32,0.21875,1708.579999923706,17,189,200
Cryptoz.sol,,300,DynaMOSA,true,0.3333333333333333,2,18,0.1111111111111111,46,155,0.2967741935483871,21,34,0.6176470588235294,26,74,0.35135135135135137,1632.7109999656677,7,87,200
GFC.sol,,433,DynaMOSA,true,0.7916666666666666,1,2,0.5,28,37,0.7567567567567568,8,8,1,12,14,0.8571428571428571,1714.8610000610352,15,174,200
Weedburn.sol,,368,DynaMOSA,true,0.6447368421052632,2,10,0.2,60,88,0.6818181818181818,24,26,0.9230769230769231,28,40,0.7,1741.138000011444,23,262,200
AavePoolReward.sol,,346,DynaMOSA,true,0.7142857142857143,5,10,0.5,27,44,0.6136363636363636,11,12,0.9166666666666666,6,6,1,1714.3010001182556,15,167,200
LUP.sol,,966,DynaMOSA,false,0.5666666666666667,2,12,0.16666666666666666,28,49,0.5714285714285714,15,18,0.8333333333333334,6,10,0.6,1701.3220000267029,12,133,59
NAL.sol,,194,DynaMOSA,false,0.6626506024096386,4,18,0.2222222222222222,92,150,0.6133333333333333,51,65,0.7846153846153846,39,56,0.6964285714285714,1692.0170001983643,12,133,59
PACT.sol,,231,DynaMOSA,false,0.85,0,0,0,23,72,0.3194444444444444,17,20,0.85,7,32,0.21875,1689.601000070572,14,163,59
AavePoolReward.sol,,742,DynaMOSA,false,0.7272727272727273,5,10,0.5,27,44,0.6136363636363636,11,12,0.9166666666666666,6,6,1,1723.016000032425,15,171,59
MARVELCOIN.sol,,19,DynaMOSA,false,1,1,2,0.5,27,37,0.7297297297297297,8,8,1,10,14,0.7142857142857143,0.0009999275207519531,0,10,59
BACMARSLPTOKENPool.sol,,147,DynaMOSA,false,0.6458333333333334,6,12,0.5,52,94,0.5531914893617021,25,36,0.6944444444444444,17,30,0.5666666666666667,1719.6259999275208,16,184,59
GFC.sol,,781,DynaMOSA,false,1,1,2,0.5,27,37,0.7297297297297297,8,8,1,10,14,0.7142857142857143,0,0,10,59
Weedburn.sol,,626,DynaMOSA,false,0.7777777777777778,2,10,0.2,60,88,0.6818181818181818,24,26,0.9230769230769231,28,40,0.7,1714.2819998264313,20,230,59
HTDD_contract.sol,,213,DynaMOSA,false,1,0,0,0,19,26,0.7307692307692307,5,5,1,11,16,0.6875,0.0009999275207519531,0,10,131
NasiLiquidityPoolFactory.sol,,495,DynaMOSA,false,0.16666666666666666,4,50,0.08,53,320,0.165625,21,106,0.19811320754716982,14,88,0.1590909090909091,1633.3159999847412,8,93,131
AntiBaseProtocol.sol,,0,DynaMOSA,false,0.84,3,8,0.375,83,98,0.8469387755102041,39,42,0.9285714285714286,24,26,0.9230769230769231,1706.1680002212524,13,145,131
FrogDAO.sol,,317,DynaMOSA,false,1,0,0,0,21,25,0.84,10,10,1,4,4,1,0,0,10,131
SSTRewards.sol,,485,DynaMOSA,false,0.7727272727272727,3,8,0.375,23,40,0.575,13,14,0.9285714285714286,6,6,1,1717.8810000419617,20,226,131
EdenCoin.sol,,874,DynaMOSA,false,0.9,1,2,0.5,25,33,0.7575757575757576,8,8,1,9,14,0.6428571428571429,1708.7889997959137,15,168,131
Cover_ZapIn_General_V1.sol,,583,DynaMOSA,false,0.41379310344827586,2,16,0.125,39,129,0.3023255813953488,22,42,0.5238095238095238,13,44,0.29545454545454547,1700.8769998550415,13,147,131
Dynamic.sol,,361,DynaMOSA,false,0.75,1,2,0.5,3,4,0.75,2,2,1,0,0,0,1765.715000152588,16,186,131
vnxManager.sol,,318,DynaMOSA,true,0.6458333333333334,0,2,0,30,43,0.6976744186046512,19,20,0.95,14,26,0.5384615384615384,1743.2509999275208,28,312,146
StakingDextoken.sol,,516,DynaMOSA,true,0.6781609195402298,4,10,0.4,54,93,0.5806451612903226,25,27,0.9259259259259259,37,50,0.74,1714.3539998531342,16,184,146
SLTDStaking.sol,,510,DynaMOSA,true,0.5161290322580645,4,12,0.3333333333333333,47,100,0.47,29,47,0.6170212765957447,16,34,0.47058823529411764,1723.6909999847412,18,200,146
LIBERAPAY.sol,,359,DynaMOSA,true,0.6239316239316239,5,28,0.17857142857142858,83,141,0.5886524822695035,34,39,0.8717948717948718,40,50,0.8,1697.8790001869202,14,157,146
SALESCONTRACT.sol,,923,DynaMOSA,true,0.25,0,8,0,14,57,0.24561403508771928,8,8,1,2,24,0.08333333333333333,1701.4360001087189,19,210,146
DatrixoEquityToken.sol,,834,DynaMOSA,true,0.5757575757575758,5,22,0.22727272727272727,34,62,0.5483870967741935,13,16,0.8125,21,28,0.75,1741.606999874115,22,242,146
RainbowRAK.sol,,342,DynaMOSA,true,0.5625,6,14,0.42857142857142855,60,115,0.5217391304347826,30,42,0.7142857142857143,18,40,0.45,1718.138000011444,17,197,146
DJCoin.sol,,413,DynaMOSA,true,0.711864406779661,3,6,0.5,69,91,0.7582417582417582,22,25,0.88,18,28,0.6428571428571429,1705.523999929428,13,151,146
DmmControllerV2.sol,,114,DynaMOSA,true,0.19383259911894274,0,14,0,59,258,0.22868217054263565,29,111,0.26126126126126126,19,102,0.18627450980392157,1559.180999994278,6,66,146
Voting.sol,,933,DynaMOSA,true,0.1276595744680851,0,30,0,26,250,0.104,22,111,0.1981981981981982,9,94,0.09574468085106383,1672.9830000400543,12,142,24
CryptoSecureBankToken.sol,,748,DynaMOSA,true,0.7411764705882353,12,26,0.46153846153846156,75,104,0.7211538461538461,32,33,0.9696969696969697,21,26,0.8076923076923077,1712.8759999275208,14,158,24
BAE.sol,,583,DynaMOSA,true,0.22,0,6,0,7,50,0.14,4,8,0.5,9,36,0.25,1654.9329998493195,10,115,24
Controller.sol,,964,DynaMOSA,true,0.5901639344262295,0,8,0,38,70,0.5428571428571428,19,19,1,32,34,0.9411764705882353,1734.0820000171661,17,191,24
CryptoGhost.sol,,533,DynaMOSA,true,0.7903225806451613,35,40,0.875,62,77,0.8051948051948052,10,10,1,5,12,0.4166666666666667,1565.9050002098083,5,62,24
BTCParamV2.sol,,687,DynaMOSA,true,0.2619047619047619,0,12,0,16,56,0.2857142857142857,5,16,0.3125,6,14,0.42857142857142855,1740.0009999275208,23,259,24
