VBZRXWrapper.sol,,927,DynaMOSA,false,false,1,5,10,0.5,32,47,0.6808510638297872,11,11,1,2,4,0.5,76.88199996948242,696.6770000457764,773.5590000152588,140,1550,1
IERC20.sol,,927,DynaMOSA,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6850001811981201,898.3669998645782,900.0520000457764,666,7333,1
IVestingToken.sol,,927,DynaMOSA,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4609999656677246,898.635999917984,900.0969998836517,643,7076,1
