VBZRXWrapper_alt.sol,,533,sFuzz,true,false,0.7368421052631579,6,18,0.3333333333333333,41,74,0.5540540540540541,12,12,1,3,8,0.375,6.069999933242798,893.9539999961853,900.0239999294281,166,1826,1
IVestingToken.sol,,533,sFuzz,true,false,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1510000228881836,897.8650000095367,900.0160000324249,422,4647,1
Ownable.sol,,533,sFuzz,true,false,0,0,0,0,0,12,0,0,7,0,0,4,0,2.0989999771118164,898.0599999427795,900.1589999198914,411,4531,1
IERC20.sol,,533,sFuzz,true,false,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9800000190734863,898.1730000972748,900.1530001163483,426,4686,1
